,victim_age,victim_gender,victim_race,City,State,criminal_charges,victim_armed,alleged_weapon,victim_fleeing,year
3263,6,Male,hispanic,Schertz,TX,No known charges,Unarmed,no object,not fleeing,2017
2992,57,Male,hispanic,Midland,TX,No known charges,Allegedly Armed,gun,not fleeing,2018
3261,35,Male,hispanic,Farmington,NM,No known charges,Vehicle,vehicle,not fleeing,2017
2994,45,Male,hispanic,Fontana,CA,No known charges,Allegedly Armed,gun,not fleeing,2018
3260,26,Male,hispanic,Greeley,CO,No known charges,Allegedly Armed,gun,foot,2017
1575,26,Male,hispanic,Big Sur,CA,No known charges,Allegedly Armed,gun,,2019
2309,58,Male,hispanic,Columbus,OH,No known charges,Allegedly Armed,gun,,2018
3255,32,Male,hispanic,Canoga Park,CA,No known charges,Allegedly Armed,machete,foot,2017
3253,25,Male,hispanic,Phoenix,AZ,No known charges,Allegedly Armed,knife,not fleeing,2017
2310,17,Male,hispanic,Porterville,CA,No known charges,Allegedly Armed,knife,not fleeing,2018
1606,40,Male,hispanic,Orlando,FL,No known charges,Unclear,barstool,not fleeing,2019
3251,46,Male,hispanic,Weslaco,TX,No known charges,Allegedly Armed,machete,not fleeing,2017
649,24,Male,hispanic,Richmond,CA,No known charges,Allegedly Armed,gun,car,2020
653,36,Male,hispanic,Bakersfield,CA,No known charges,Allegedly Armed,gun,car,2020
3250,31,Male,hispanic,Yakima,WA,No known charges,Allegedly Armed,gun,not fleeing,2017
2557,18,Male,hispanic,Kent,WA,No known charges,Allegedly Armed,gun,not fleeing,2018
927,31,Male,hispanic,Fountain Valley,CA,No known charges,Allegedly Armed,gun,foot,2020
632,31,Male,hispanic,Rowlett,TX,No known charges,Allegedly Armed,gun,,2020
3229,39,Male,hispanic,Winnetka,CA,No known charges,Allegedly Armed,gun,not fleeing,2017
3228,32,Male,hispanic,Delano,CA,No known charges,Vehicle,vehicle,car,2017
3031,29,Male,hispanic,Tucson,AZ,No known charges,Unclear,undetermined,not fleeing,2018
3033,47,Male,hispanic,Alamosa,CO,No known charges,Unclear,undetermined,not fleeing,2018
2360,32,Male,hispanic,Las Cruces,NM,No known charges,Allegedly Armed,gun,foot,2018
3200,24,Male,hispanic,Albuquerque,NM,No known charges,Allegedly Armed,pole and knife,not fleeing,2018
2536,35,Male,hispanic,Hereford,TX,No known charges,Allegedly Armed,gun,not fleeing,2018
2534,57,Male,hispanic,Westminster,CO,No known charges,Vehicle,vehicle,car,2018
900,39,Male,hispanic,Tucson,AZ,No known charges,Allegedly Armed,gun,not fleeing,2020
1534,47,Male,hispanic,Roswell,GA,No known charges,Unclear,piece of wood,not fleeing,2019
2365,41,Male,hispanic,Stanfordville,NY,No known charges,Allegedly Armed,knife,not fleeing,2018
1397,39,Male,hispanic,Los Angeles,CA,No known charges,Allegedly Armed,gun,foot,2019
1533,34,Male,hispanic,Lakewood,CO,No known charges,Allegedly Armed,gun,foot,2019
1398,69,Male,hispanic,Laughlin,NV,No known charges,Allegedly Armed,gun,car,2019
2369,42,Male,hispanic,Los Angeles,CA,No known charges,Allegedly Armed,gun,not fleeing,2018
1399,33,Male,hispanic,Los Angeles,CA,No known charges,Allegedly Armed,gun,foot,2019
1400,31,Male,hispanic,Clearwater,FL,No known charges,Unarmed,no object,,2019
721,31,Male,hispanic,El Paso,TX,No known charges,Allegedly Armed,gun,car,2020
3194,46,Male,hispanic,Los Angeles,CA,No known charges,Allegedly Armed,gun,,2018
3189,60,Male,hispanic,Fort Worth,TX,No known charges,Allegedly Armed,gun,,2018
725,46,Male,hispanic,San Antonio,TX,No known charges,Allegedly Armed,pick-axe,not fleeing,2020
3201,27,Male,hispanic,Santa Maria,CA,No known charges,Allegedly Armed,knife,not fleeing,2018
1392,50,Male,hispanic,Stanton,CA,No known charges,Unclear,undetermined,,2019
706,52,Male,hispanic,Albuquerque,NM,No known charges,Unclear,shovel,not fleeing,2020
705,37,Male,hispanic,Pomona,CA,No known charges,Allegedly Armed,sword,not fleeing,2020
2548,32,Male,hispanic,Los Angeles,CA,No known charges,Allegedly Armed,gun,not fleeing,2018
1364,32,Male,hispanic,Red Bluff,CA,No known charges,Allegedly Armed,gun,,2019
2544,44,Male,hispanic,Allentown,PA,Charged,Unclear,undetermined,not fleeing,2018
1366,51,Male,hispanic,Tolleson,AZ,No known charges,Allegedly Armed,gun,other,2019
1568,35,Male,hispanic,San Antonio,TX,No known charges,Allegedly Armed,knife,not fleeing,2019
1368,39,Male,hispanic,Bakersfield,CA,No known charges,Unclear,undetermined,,2019
909,31,Male,hispanic,San Diego,CA,No known charges,Allegedly Armed,gun,foot,2020
683,29,Male,hispanic,North Miami Beach,FL,No known charges,Vehicle,vehicle,car,2020
1562,18,Male,hispanic,East Los Angeles,CA,No known charges,Unclear,undetermined,not fleeing,2019
3011,19,Male,hispanic,San Francisco,CA,No known charges,Allegedly Armed,gun,not fleeing,2018
1560,41,Male,hispanic,Yucca Valley,CA,No known charges,Allegedly Armed,gun,not fleeing,2019
3021,38,Female,hispanic,Tucson,AZ,No known charges,Unclear,piece of wood,not fleeing,2018
692,27,Male,hispanic,Manchester,CT,No known charges,Unarmed,no object,not fleeing,2020
694,30,Male,hispanic,Mesa,AZ,No known charges,Allegedly Armed,Taser,other,2020
3025,29,Male,hispanic,Levittown,PA,No known charges,Unclear,undetermined,not fleeing,2018
1547,22,Male,hispanic,Denver,CO,No known charges,Allegedly Armed,gun,not fleeing,2019
1542,21,Male,hispanic,Albuquerque,NM,No known charges,Allegedly Armed,gun,not fleeing,2019
2359,37,Male,hispanic,Honolulu,HI,No known charges,Allegedly Armed,knife,not fleeing,2018
1539,38,Female,hispanic,El Paso,TX,No known charges,Unarmed,toy weapon,not fleeing,2019
3209,58,Male,hispanic,Fort Myers,FL,No known charges,Allegedly Armed,gun,not fleeing,2018
3019,,Male,hispanic,Elkins Park,PA,No known charges,Allegedly Armed,gun,not fleeing,2018
3476,52,Male,hispanic,Miami,FL,No known charges,Allegedly Armed,gun,foot,2017
3418,17,Male,hispanic,Grand Ronde,OR,No known charges,Allegedly Armed,knife,car,2017
837,40,Male,hispanic,Arvada,CO,No known charges,Allegedly Armed,sharp object,not fleeing,2020
3686,33,Male,hispanic,Avondale,AZ,No known charges,Allegedly Armed,gun,not fleeing,2017
2715,55,Male,hispanic,Pearland,TX,No known charges,Allegedly Armed,gun,not fleeing,2018
1875,43,Male,hispanic,Hazel Dell South,WA,No known charges,Allegedly Armed,gun,not fleeing,2019
221,25,Male,hispanic,Anaheim,CA,No known charges,Allegedly Armed,knife,,2020
3573,22,Male,hispanic,Milpitas,CA,No known charges,Allegedly Armed,gun,not fleeing,2017
225,36,Male,hispanic,Elkridge,MD,No known charges,Vehicle,vehicle,car,2020
2714,43,Male,hispanic,Merrick,NY,No known charges,Unclear,undetermined,,2018
1799,56,Male,hispanic,Boynton Beach,FL,No known charges,Allegedly Armed,gun,not fleeing,2019
1798,50,Male,hispanic,San Ysidro,CA,No known charges,Allegedly Armed,gun,not fleeing,2019
98,39,Male,hispanic,San Diego,CA,No known charges,Allegedly Armed,curtain rod,,2020
3743,35,Male,hispanic,Plant City,FL,No known charges,Vehicle,vehicle,car,2017
2054,42,Male,hispanic,Tucson,AZ,No known charges,Unclear,undetermined,,2019
1963,34,Male,hispanic,Seattle,WA,No known charges,Allegedly Armed,knife,not fleeing,2019
2056,37,Male,hispanic,Kent,WA,No known charges,Allegedly Armed,gun,car,2019
2045,30,Male,hispanic,Eugene,OR,No known charges,Allegedly Armed,gun,not fleeing,2019
1795,30,Male,hispanic,Anaheim,CA,No known charges,Unclear,undetermined,not fleeing,2019
2041,43,Male,hispanic,Calabasas,CA,No known charges,Unarmed,no object,car,2019
217,36,Male,hispanic,Aztec,NM,No known charges,Unclear,undetermined,other,2020
2809,26,Male,hispanic,Orosi,CA,No known charges,Allegedly Armed,machete,not fleeing,2018
2037,23,Female,hispanic,Cathedral City,CA,No known charges,Allegedly Armed,gun,,2019
2810,27,Male,hispanic,Kansas City,KS,No known charges,Unclear,undetermined,,2018
2038,28,Male,hispanic,Cathedral City,CA,No known charges,Allegedly Armed,gun,not fleeing,2019
2770,36,Male,hispanic,San Antonio,TX,No known charges,Allegedly Armed,gun,not fleeing,2018
1814,42,Male,hispanic,Seguin,TX,No known charges,Allegedly Armed,gun,car,2019
3584,26,Male,hispanic,Farmington,NM,No known charges,Allegedly Armed,gun,not fleeing,2017
1123,34,Male,hispanic,Los Angeles,CA,No known charges,Allegedly Armed,knife,,2019
3596,43,Male,hispanic,Denver,CO,No known charges,Allegedly Armed,gun,not fleeing,2017
3594,19,Male,hispanic,Lemon Grove,CA,No known charges,Allegedly Armed,gun,foot,2017
1125,50,Male,hispanic,Preston,ID,No known charges,Allegedly Armed,knife,not fleeing,2019
1806,24,Male,hispanic,Marana,AZ,No known charges,Allegedly Armed,knife,not fleeing,2019
3586,18,Male,hispanic,Guymon,OK,No known charges,Unarmed,no object,car,2017
216,26,Male,hispanic,Chicago,IL,No known charges,Unclear,undetermined,,2020
1220,41,Male,hispanic,Victorville,CA,No known charges,Unarmed,no object,,2019
112,57,Male,hispanic,Huntsville,AL,No known charges,Allegedly Armed,gun,not fleeing,2020
227,17,Male,hispanic,Tucson,AZ,No known charges,Allegedly Armed,gun,foot,2020
2062,28,Male,hispanic,Lemon Grove,CA,No known charges,Allegedly Armed,gun,not fleeing,2019
78,,Male,hispanic,Laredo,TX,No known charges,Vehicle,vehicle,,2020
1241,22,Male,hispanic,Corpus Christi,TX,No known charges,Allegedly Armed,baseball bat,not fleeing,2019
1883,21,Female,hispanic,Bakersfield,CA,No known charges,Unarmed,no object,car,2019
2761,29,Male,hispanic,Laredo,TX,No known charges,Unclear,unknown weapon,,2018
3547,58,Male,hispanic,Tacoma,WA,No known charges,Allegedly Armed,gun,not fleeing,2017
3546,19,Male,hispanic,Chicago,IL,No known charges,Vehicle,vehicle,not fleeing,2017
3548,22,Male,hispanic,Youngtown,AZ,No known charges,Allegedly Armed,gun,not fleeing,2017
77,30,Male,hispanic,San Diego,CA,No known charges,Unclear,undetermined,,2020
3543,40,Male,hispanic,West Valinda,CA,No known charges,Unarmed,toy weapon,not fleeing,2017
3694,42,Male,hispanic,Mission,TX,No known charges,Allegedly Armed,gun,foot,2017
3542,31,Male,hispanic,Quartzsite,AZ,No known charges,Allegedly Armed,gun,car,2017
255,36,Male,hispanic,San Bernardino,CA,No known charges,Allegedly Armed,gun,foot,2020
3695,22,Male,hispanic,Santa Ana,CA,No known charges,Allegedly Armed,knife,not fleeing,2017
1886,17,Male,hispanic,San Antonio,TX,No known charges,Allegedly Armed,gun,car,2019
254,27,Male,hispanic,Weslaco,TX,No known charges,Allegedly Armed,gun,foot,2020
92,43,Male,hispanic,Phoenix,AZ,No known charges,Unclear,undetermined,not fleeing,2020
1240,26,Male,hispanic,Buckeye,AZ,No known charges,Allegedly Armed,gun,,2019
253,,Male,hispanic,Bakersfield,CA,No known charges,Allegedly Armed,knife,car,2020
91,44,Male,hispanic,Phoenix,AZ,No known charges,Unclear,undetermined,not fleeing,2020
1078,27,Male,hispanic,Miramar,FL,No known charges,Unarmed,no object,,2019
1126,38,Male,hispanic,Kewaunee,WI,No known charges,Allegedly Armed,gun,,2019
3692,41,Male,hispanic,Southaven,MS,No known charges,Allegedly Armed,gun,not fleeing,2017
242,36,Male,hispanic,Bakersfield,CA,No known charges,Allegedly Armed,gun,,2020
2824,26,Male,hispanic,Elk Grove,CA,No known charges,Allegedly Armed,gun,not fleeing,2018
1790,28,Male,hispanic,Bloomington,CA,No known charges,Allegedly Armed,knife,,2019
2065,29,Male,hispanic,Fresno,CA,No known charges,Allegedly Armed,ax,not fleeing,2019
1791,,,hispanic,Santa Teresa,NM,No known charges,Vehicle,vehicle,,2019
249,21,Male,hispanic,San Benito,TX,No known charges,Allegedly Armed,gun,not fleeing,2020
3557,29,Male,hispanic,Charlotte,NC,No known charges,Allegedly Armed,gun,not fleeing,2017
1238,29,Male,hispanic,Albuquerque,NM,No known charges,Allegedly Armed,gun,not fleeing,2019
85,30,Male,hispanic,Casa Grande,AZ,No known charges,Allegedly Armed,gun,car,2020
2648,18,Male,hispanic,Galveston,TX,No known charges,Unclear,unknown weapon,,2018
1792,,,hispanic,Santa Teresa,NM,No known charges,Vehicle,vehicle,,2019
1094,16,Male,hispanic,Fort Pierce,FL,No known charges,Allegedly Armed,gun,other,2019
191,33,Male,hispanic,Denver,CO,No known charges,Allegedly Armed,gun,other,2020
3601,71,Male,hispanic,Albuquerque,NM,No known charges,Vehicle,vehicle,car,2017
153,46,Male,hispanic,Fresno,CA,No known charges,Allegedly Armed,knife,foot,2020
125,36,Male,hispanic,Houma,LA,No known charges,Allegedly Armed,gun,,2020
2791,49,Female,hispanic,Yuma,AZ,No known charges,Allegedly Armed,gun,not fleeing,2018
1839,52,Male,hispanic,Tampa,FL,No known charges,Allegedly Armed,knife,not fleeing,2019
1856,29,Male,hispanic,Grand Island,NE,No known charges,Allegedly Armed,knife,not fleeing,2019
159,18,Male,hispanic,Victorville,CA,No known charges,Allegedly Armed,gun,not fleeing,2020
3638,29,Male,hispanic,Wichita,KS,No known charges,Allegedly Armed,knife,not fleeing,2017
1836,29,Male,hispanic,Kittitas,WA,No known charges,Allegedly Armed,gun,car,2019
3630,35,Male,hispanic,Puyallup,WA,No known charges,Allegedly Armed,knife,not fleeing,2017
3662,25,Male,hispanic,Las Vegas,NV,No known charges,Allegedly Armed,gun,not fleeing,2017
3627,34,Male,hispanic,Miami Lakes,FL,No known charges,Allegedly Armed,knife,not fleeing,2017
162,21,Male,hispanic,Tempe,AZ,No known charges,Unclear,undetermined,car,2020
1103,49,Male,hispanic,San Antonio,TX,No known charges,Allegedly Armed,gun,,2019
1834,37,Male,hispanic,Las Vegas,NV,No known charges,Allegedly Armed,gun,not fleeing,2019
3632,,Male,hispanic,Channelview,TX,No known charges,Allegedly Armed,gun,not fleeing,2017
1114,24,Male,hispanic,Pueblo,CO,No known charges,Unarmed,toy weapon,not fleeing,2019
126,27,Male,hispanic,Bakersfield,CA,No known charges,Allegedly Armed,knife,foot,2020
2009,48,Male,hispanic,Richland,WA,No known charges,Allegedly Armed,knife,,2019
2698,20,Male,hispanic,Whittier,CA,No known charges,Allegedly Armed,knife,car,2018
1196,27,Male,hispanic,Albuquerque,NM,No known charges,Allegedly Armed,gun,car,2019
1998,26,Male,hispanic,Ehrenberg,AZ,No known charges,Unclear,undetermined,car,2019
1999,34,Male,hispanic,Las Vegas,NV,No known charges,Allegedly Armed,gun,,2019
2000,20,Male,hispanic,Flagstaff,AZ,No known charges,Allegedly Armed,gun,foot,2019
145,27,Male,hispanic,Las Cruces,NM,No known charges,Allegedly Armed,gun,not fleeing,2020
1203,29,Male,hispanic,New York,NY,No known charges,Allegedly Armed,gun,not fleeing,2019
132,21,Male,hispanic,San Francisco,CA,No known charges,Allegedly Armed,knife,car,2020
2006,37,Male,hispanic,North Las Vegas,NV,No known charges,Unclear,undetermined,car,2019
127,52,Male,hispanic,Albuquerque,NM,No known charges,Unclear,undetermined,,2020
1842,33,Male,hispanic,Clermont,FL,No known charges,Allegedly Armed,gun,,2019
2789,45,Male,hispanic,Greeley,CO,No known charges,Allegedly Armed,knife,not fleeing,2018
3640,45,Male,hispanic,North Bergen,NJ,No known charges,Allegedly Armed,knife,not fleeing,2017
3656,45,Male,hispanic,Richmond,CA,No known charges,Allegedly Armed,machete,car,2017
3644,35,Male,hispanic,Santa Rosa,CA,No known charges,Allegedly Armed,knife,not fleeing,2017
3664,33,Male,hispanic,Oregon House,CA,No known charges,Allegedly Armed,gun,not fleeing,2017
2794,32,Male,hispanic,Orlando,FL,Charged,Vehicle,vehicle,car,2018
1857,30,Male,hispanic,Phoenix,AZ,No known charges,Unarmed,no object,other,2019
3610,,Male,hispanic,Ridgecrest,CA,No known charges,Unarmed,no object,foot,2017
119,28,Male,hispanic,Frostproof,FL,No known charges,Allegedly Armed,machete,not fleeing,2020
2030,18,Male,hispanic,Pueblo,CO,No known charges,Unarmed,no object,car,2019
1096,40,Male,hispanic,Eugene,OR,No known charges,Unarmed,no object,not fleeing,2019
185,37,Male,hispanic,Immokalee,FL,No known charges,Unclear,shovel,not fleeing,2020
1187,50,Male,hispanic,Tulsa,OK,No known charges,Allegedly Armed,gun,not fleeing,2019
1826,26,Male,hispanic,Thurmont,MD,No known charges,Allegedly Armed,gun,,2019
1977,46,Male,hispanic,Denver,CO,No known charges,Vehicle,vehicle,car,2019
2031,25,Male,hispanic,El Paso,TX,No known charges,Allegedly Armed,gun,foot,2019
1973,35,Male,hispanic,Waukegan,IL,No known charges,Vehicle,vehicle,car,2019
189,27,Male,hispanic,Lancaster,PA,No known charges,Allegedly Armed,knife,not fleeing,2020
1186,42,Male,hispanic,Porterville,CA,No known charges,Allegedly Armed,crowbar,not fleeing,2019
3678,35,Male,hispanic,Chowchilla,CA,No known charges,Allegedly Armed,knife,not fleeing,2017
1819,40,Male,hispanic,Morton,TX,No known charges,Allegedly Armed,gun,car,2019
1863,51,Male,hispanic,Lakewood,CO,No known charges,Allegedly Armed,gun,car,2019
3675,25,Male,hispanic,Avenal,CA,No known charges,Unclear,blunt object,not fleeing,2017
1982,27,Male,hispanic,Austin,TX,No known charges,Allegedly Armed,gun,car,2019
3673,37,Male,hispanic,Albuquerque,NM,No known charges,Vehicle,vehicle,car,2017
2685,29,Male,hispanic,Gainesville,GA,No known charges,Allegedly Armed,gun,foot,2018
2682,40,Male,hispanic,Kirkland,WA,No known charges,Allegedly Armed,gun,not fleeing,2018
2703,34,Male,hispanic,Los Angeles,CA,No known charges,Unarmed,no object,,2018
170,44,Male,hispanic,San Antonio,TX,No known charges,Allegedly Armed,gun,,2020
2677,47,Male,hispanic,Albuquerque,NM,No known charges,Unarmed,no object,car,2018
173,,Male,hispanic,Nogales,AZ,No known charges,Allegedly Armed,knife,,2020
1211,37,Female,hispanic,Henderson,NV,No known charges,Allegedly Armed,gun,not fleeing,2019
3617,28,Male,hispanic,Phoenix,AZ,No known charges,Allegedly Armed,knife,not fleeing,2017
2801,25,Male,hispanic,Los Angeles,CA,No known charges,Unarmed,no object,,2018
123,29,Male,hispanic,Hyattsville,MD,No known charges,Unarmed,no object,,2020
2674,32,Male,hispanic,Van Nuys,CA,No known charges,Allegedly Armed,knife,not fleeing,2018
3668,39,Male,hispanic,Los Banos,CA,No known charges,Allegedly Armed,gun,not fleeing,2017
3614,26,Male,hispanic,Montebello,CA,No known charges,Allegedly Armed,gun,foot,2017
2672,44,Male,hispanic,South Salt Lake,UT,No known charges,Allegedly Armed,gun,not fleeing,2018
2022,14,Male,hispanic,Tempe,AZ,No known charges,Unarmed,toy weapon,foot,2019
3696,70,Male,hispanic,Chino Valley,AZ,No known charges,Allegedly Armed,gun,not fleeing,2017
2718,34,Male,hispanic,Riverside,CA,No known charges,Allegedly Armed,gun,car,2018
1239,19,Male,hispanic,Glendale,AZ,No known charges,Allegedly Armed,gun,not fleeing,2019
3514,36,Male,hispanic,Inwood,NY,No known charges,Unarmed,no object,not fleeing,2017
3731,24,Male,hispanic,Chicago,IL,No known charges,Allegedly Armed,gun,foot,2017
365,,Male,hispanic,Calexico,CA,No known charges,Allegedly Armed,knife,,2020
2110,57,Male,hispanic,Azusa,CA,No known charges,Allegedly Armed,gun,not fleeing,2018
2108,36,Male,hispanic,Albuquerque,NM,No known charges,Allegedly Armed,gun,not fleeing,2018
370,36,Male,hispanic,Fresno,CA,No known charges,Vehicle,vehicle,not fleeing,2020
2106,35,Male,hispanic,Albuquerque,NM,No known charges,Allegedly Armed,gun,not fleeing,2018
2139,,Male,hispanic,Upland,CA,No known charges,Unarmed,toy weapon,,2018
2105,24,Female,hispanic,San Jose,CA,No known charges,Vehicle,vehicle,car,2018
1271,35,Male,hispanic,Gainesville,GA,No known charges,Allegedly Armed,knife,,2019
1046,27,Male,hispanic,Brownsville,TX,No known charges,Unclear,undetermined,,2019
1740,46,Male,hispanic,Green Bay,WI,No known charges,Unarmed,no object,,2019
2104,34,Male,hispanic,Buckeye,AZ,No known charges,Allegedly Armed,gun,not fleeing,2018
2728,39,Male,hispanic,Dinuba,CA,No known charges,Unclear,undetermined,,2018
300,28,Male,hispanic,Phoenix,AZ,No known charges,Unarmed,no object,,2020
3712,29,Male,hispanic,Pacoima,CA,No known charges,Allegedly Armed,gun,foot,2017
