,victim_age,victim_gender,victim_race,City,State,criminal_charges,victim_armed,alleged_weapon,victim_fleeing,year
1582,20,Male,hispanic,Brownsville,TX,No known charges,Vehicle,vehicle,car,2019
2938,44,Male,hispanic,Phoenix,AZ,No known charges,Allegedly Armed,gun,not fleeing,2018
2584,19,Male,hispanic,Peoria,IL,No known charges,Allegedly Armed,gun,foot,2018
2583,22,Male,hispanic,Pico Rivera,CA,No known charges,Allegedly Armed,gun,other,2018
2244,,Male,hispanic,Hemet,CA,No known charges,Allegedly Armed,gun,foot,2018
2582,45,Male,hispanic,Riverside,CA,No known charges,Allegedly Armed,gun,car,2018
2941,28,Male,hispanic,Austin,TX,No known charges,Allegedly Armed,gun,not fleeing,2018
3330,26,Male,hispanic,Klamath Falls,OR,No known charges,Allegedly Armed,gun,foot,2017
2250,34,Male,hispanic,Charleston View,CA,No known charges,Allegedly Armed,gun,foot,2018
2578,37,Male,hispanic,Fresno,CA,No known charges,Unarmed,toy weapon,not fleeing,2018
1651,22,Male,hispanic,Amarillo,TX,No known charges,Allegedly Armed,gun,foot,2019
3327,39,Male,hispanic,Penasco,NM,No known charges,Allegedly Armed,gun,not fleeing,2017
953,24,Male,hispanic,Muscoy,CA,No known charges,Vehicle,vehicle,car,2020
2945,,Male,hispanic,Tucson,AZ,No known charges,Allegedly Armed,incendiary device,not fleeing,2018
3326,22,Male,hispanic,Covina,CA,No known charges,Allegedly Armed,knife,not fleeing,2017
1321,33,Male,hispanic,Plainview,TX,No known charges,Allegedly Armed,gun,,2019
558,42,Male,hispanic,Green Bay,WI,No known charges,Allegedly Armed,gun,not fleeing,2020
3323,43,Male,hispanic,Hanford,CA,No known charges,Allegedly Armed,gun,car,2017
3322,15,Male,hispanic,Richmond,VA,No known charges,Allegedly Armed,gun,not fleeing,2017
3321,40,Male,hispanic,South Gate,CA,No known charges,Allegedly Armed,gun,not fleeing,2017
2239,30,Male,hispanic,Alpine,CA,No known charges,Allegedly Armed,knife,not fleeing,2018
560,31,Male,hispanic,Long Beach,CA,No known charges,Allegedly Armed,knife,not fleeing,2020
1659,35,Male,hispanic,Houston,TX,No known charges,Allegedly Armed,gun,not fleeing,2019
3336,34,Male,hispanic,Lompoc,CA,No known charges,Allegedly Armed,gun,not fleeing,2017
1670,21,Male,hispanic,Golden Hills,CA,No known charges,Unclear,hammer,,2019
3360,19,Male,hispanic,Fall River,MA,No known charges,Vehicle,vehicle,car,2017
3356,23,Male,hispanic,Phoenix,AZ,No known charges,Allegedly Armed,gun,foot,2017
973,30,Male,hispanic,Lubbock,TX,No known charges,Allegedly Armed,gun,foot,2020
1669,42,Male,hispanic,Lynwood,CA,No known charges,Allegedly Armed,hammer,,2019
515,22,Male,hispanic,Salt Lake City,UT,No known charges,Allegedly Armed,gun,foot,2020
2590,27,Male,hispanic,Tucson,AZ,No known charges,Allegedly Armed,gun,car,2018
524,,Male,hispanic,Hayward,CA,No known charges,Vehicle,vehicle,,2020
2589,57,Male,hispanic,Sparks,NV,No known charges,Allegedly Armed,gun,,2018
966,28,Male,hispanic,Albuquerque,NM,No known charges,Allegedly Armed,gun,not fleeing,2020
3350,22,Male,hispanic,Van Nuys,CA,No known charges,Allegedly Armed,gun,car,2017
2228,29,Male,hispanic,Hayward,CA,No known charges,Unclear,straight edge razor,not fleeing,2018
2587,30,Male,hispanic,Albuquerque,NM,No known charges,Allegedly Armed,gun,not fleeing,2018
965,28,Male,hispanic,Phoenix,AZ,No known charges,Allegedly Armed,gun,foot,2020
1319,41,Male,hispanic,Katy,TX,No known charges,Allegedly Armed,gun,foot,2019
2231,,Male,hispanic,Houston,TX,No known charges,Allegedly Armed,flag pole,not fleeing,2018
3343,23,Male,hispanic,Albuquerque,NM,No known charges,Unarmed,no object,car,2017
2235,38,Male,hispanic,Pratt,KS,No known charges,Allegedly Armed,gun,not fleeing,2018
2238,25,Male,hispanic,Chattanooga,TN,No known charges,Allegedly Armed,gun,not fleeing,2018
534,25,Male,hispanic,Pasco,WA,No known charges,Allegedly Armed,gun,,2020
563,21,Male,hispanic,Wasco,CA,No known charges,Allegedly Armed,knife,not fleeing,2020
566,,Male,hispanic,Commerce City,CO,No known charges,Allegedly Armed,gun,foot,2020
2951,20,Male,hispanic,Childress,TX,No known charges,Allegedly Armed,gun,foot,2018
943,51,Male,hispanic,The Villages,FL,No known charges,Allegedly Armed,knife,not fleeing,2020
2571,32,Male,hispanic,Highland,CA,No known charges,Allegedly Armed,box cutter,foot,2018
597,38,Male,hispanic,Las Vegas,NV,No known charges,Allegedly Armed,gun,car,2020
2970,40,Male,hispanic,South El Monte,CA,No known charges,Allegedly Armed,knife,foot,2018
3302,69,Male,hispanic,Bronx,NY,No known charges,Allegedly Armed,machete,not fleeing,2017
2285,37,Male,hispanic,Pittsburg,CA,No known charges,Allegedly Armed,gun,car,2018
603,29,Male,hispanic,Ripperdan,CA,No known charges,Vehicle,vehicle,other,2020
2971,50,Male,hispanic,Valley Center,CA,No known charges,Allegedly Armed,gun,car,2018
608,28,Male,hispanic,Houston,TX,No known charges,Allegedly Armed,gun,,2020
1627,37,Male,hispanic,Modesto,CA,No known charges,Allegedly Armed,gun,not fleeing,2019
619,42,Male,hispanic,Austin,TX,No known charges,Unarmed,no object,car,2020
1624,59,Male,hispanic,Los Angeles,CA,No known charges,Allegedly Armed,sharp object,not fleeing,2019
624,31,Male,hispanic,Mesa,AZ,No known charges,Allegedly Armed,knife,,2020
3290,26,Male,hispanic,Pueblo,CO,No known charges,Unarmed,no object,not fleeing,2017
628,27,Male,hispanic,Houston,TX,No known charges,Allegedly Armed,sharp object,foot,2020
1340,30,Male,hispanic,Richfield,MN,No known charges,Allegedly Armed,knife,car,2019
1622,35,Male,hispanic,San Gabriel,CA,No known charges,Allegedly Armed,gun,not fleeing,2019
630,27,Male,hispanic,Tucson,AZ,No known charges,Unarmed,no object,,2020
2567,30,Male,hispanic,Silver Spring,MD,No known charges,Allegedly Armed,knife,not fleeing,2018
2572,38,Male,hispanic,Riverside,CA,No known charges,Unclear,unknown weapon,not fleeing,2018
1630,28,Male,hispanic,Bernalillo,NM,No known charges,Allegedly Armed,gun,not fleeing,2019
1335,47,Male,hispanic,Phoenix,AZ,No known charges,Allegedly Armed,gun,not fleeing,2019
2573,50,Male,hispanic,Anaheim,CA,No known charges,Unarmed,toy weapon,foot,2018
1643,26,Male,hispanic,Winston,MO,No known charges,Allegedly Armed,gun,,2019
3317,25,Male,hispanic,Tieton,WA,No known charges,Allegedly Armed,gun,car,2017
2953,36,Male,hispanic,Aurora,IL,No known charges,Allegedly Armed,gun,foot,2018
3316,,Male,hispanic,Sells,AZ,No known charges,Unclear,undetermined,not fleeing,2017
2259,39,Male,hispanic,Laramie,WY,No known charges,Unarmed,no object,foot,2018
2260,18,Male,hispanic,Albuquerque,NM,No known charges,Allegedly Armed,gun,not fleeing,2018
2956,18,Male,hispanic,Littlefield,TX,No known charges,Allegedly Armed,knife,not fleeing,2018
2575,21,Male,hispanic,Mesa,AZ,No known charges,Vehicle,vehicle,not fleeing,2018
573,20,Male,hispanic,San Antonio,TX,No known charges,Allegedly Armed,Taser,,2020
505,38,Male,hispanic,Houston,TX,No known charges,Allegedly Armed,gun,not fleeing,2020
3313,21,Male,hispanic,Hartsdale,NY,No known charges,Unarmed,no object,not fleeing,2017
578,36,Male,hispanic,Monterey Park,CA,No known charges,Allegedly Armed,knife,not fleeing,2020
2268,17,Male,hispanic,Houston,TX,No known charges,Unarmed,toy weapon,car,2018
580,26,Male,hispanic,San Jose,CA,No known charges,Allegedly Armed,knife,not fleeing,2020
2269,26,Male,hispanic,North Las Vegas,NV,No known charges,Vehicle,vehicle,car,2018
1329,35,Male,hispanic,Santa Clarita,CA,No known charges,Unclear,piece of wood,not fleeing,2019
3306,37,Male,hispanic,Colton,CA,No known charges,Allegedly Armed,knife,not fleeing,2017
2273,27,Male,hispanic,Phoenix,AZ,No known charges,Allegedly Armed,gun,car,2018
2574,27,Female,hispanic,Los Angeles,CA,No known charges,Unarmed,no object,foot,2018
947,31,Male,hispanic,Culver City,CA,No known charges,Unarmed,toy weapon,,2020
3312,37,Male,hispanic,North Hollywood,CA,No known charges,Allegedly Armed,gun,car,2017
978,30,Male,hispanic,Chicago,IL,No known charges,Allegedly Armed,gun,foot,2020
500,18,Male,hispanic,Los Angeles,CA,No known charges,Allegedly Armed,gun,foot,2020
1674,46,Male,hispanic,Archdale,NC,No known charges,Allegedly Armed,knife,not fleeing,2019
1011,35,Male,hispanic,Auburndale,FL,No known charges,Allegedly Armed,gun,not fleeing,2019
3448,18,Male,hispanic,Atwater,CA,No known charges,Allegedly Armed,gun,not fleeing,2017
1009,16,Male,hispanic,Limerick,ME,No known charges,Unclear,undetermined,,2019
436,21,Male,hispanic,San Bernardino,CA,No known charges,Unarmed,toy weapon,not fleeing,2020
2172,27,Male,hispanic,Napa,CA,No known charges,Allegedly Armed,gun,foot,2018
1291,63,Male,hispanic,Wilmington,CA,No known charges,Allegedly Armed,gun,,2019
2892,22,Male,hispanic,Las Vegas,NV,No known charges,Allegedly Armed,gun,not fleeing,2018
1713,61,Male,hispanic,Angel Fire,NM,No known charges,Allegedly Armed,knife,not fleeing,2019
3439,54,Male,hispanic,Houston,TX,No known charges,Allegedly Armed,knife,not fleeing,2017
2606,34,Male,hispanic,Los Banos,CA,No known charges,Unarmed,toy weapon,not fleeing,2018
3437,44,Male,hispanic,Cloverdale,CA,No known charges,Unclear,hammer,not fleeing,2017
1712,38,Male,hispanic,Rapid City,SD,No known charges,Unarmed,no object,,2019
2175,26,Male,hispanic,Arvin,CA,No known charges,Allegedly Armed,knife,,2018
3432,27,Male,hispanic,Modesto,CA,No known charges,Unclear,undetermined,car,2017
2176,18,Male,hispanic,Ogden,UT,No known charges,Unarmed,toy weapon,not fleeing,2018
3430,35,Male,hispanic,Lodi,CA,No known charges,Allegedly Armed,gun,not fleeing,2017
2178,28,Male,hispanic,Center,TX,No known charges,Allegedly Armed,gun,not fleeing,2018
1005,27,Male,hispanic,Bakersfield,CA,No known charges,Unclear,unknown weapon,not fleeing,2019
1711,33,Male,hispanic,Mesa,AZ,No known charges,Allegedly Armed,gun,not fleeing,2019
3450,34,Male,hispanic,Tucson,AZ,No known charges,Allegedly Armed,gun,not fleeing,2017
2164,51,Male,hispanic,Fort Pierce,FL,No known charges,Unclear,unknown weapon,not fleeing,2018
425,18,Male,hispanic,Gardena,CA,No known charges,Allegedly Armed,gun,foot,2020
3453,44,Male,hispanic,Torrance,CA,No known charges,Unclear,undetermined,car,2017
3471,34,Female,hispanic,Mesa,AZ,No known charges,Allegedly Armed,gun,foot,2017
3469,,Male,hispanic,Abingdon,VA,No known charges,Allegedly Armed,machete,foot,2017
2607,22,Male,hispanic,Las Vegas,NV,No known charges,Allegedly Armed,gun,car,2018
3467,,Male,hispanic,San Fernando,CA,No known charges,Allegedly Armed,knife,not fleeing,2017
398,25,Male,hispanic,San Diego,CA,No known charges,Allegedly Armed,gun,,2020
1727,47,Male,hispanic,Los Angeles,CA,No known charges,Allegedly Armed,gun,foot,2019
1019,34,Male,hispanic,San Antonio,TX,No known charges,Allegedly Armed,gun,car,2019
3462,43,Male,hispanic,Marana,AZ,No known charges,Allegedly Armed,gun,not fleeing,2017
1724,37,Male,hispanic,Los Lunas,NM,No known charges,Allegedly Armed,gun,not fleeing,2019
2184,37,Male,hispanic,Ogden,UT,No known charges,Allegedly Armed,gun,not fleeing,2018
2882,27,Female,hispanic,Laredo,TX,Charged,Unarmed,no object,not fleeing,2018
405,37,Male,hispanic,Cumberland,GA,No known charges,Allegedly Armed,gun,other,2020
1722,51,Male,hispanic,Miami,FL,No known charges,Allegedly Armed,knife,not fleeing,2019
1721,37,Male,hispanic,Cedar Hill,TX,No known charges,Allegedly Armed,gun,car,2019
412,43,Male,hispanic,Pueblo,CO,No known charges,Allegedly Armed,gun,,2020
1017,38,Male,hispanic,Phoenix,AZ,No known charges,Allegedly Armed,gun,car,2019
421,35,Male,hispanic,Lake Charles,LA,No known charges,Allegedly Armed,machete,not fleeing,2020
2883,1,Male,hispanic,Laredo,TX,Charged,Unarmed,no object,not fleeing,2018
2886,24,Male,hispanic,Cathedral City,CA,No known charges,Unarmed,toy weapon,not fleeing,2018
2163,21,Male,hispanic,San Benito,TX,No known charges,Allegedly Armed,vehicle,,2018
3460,44,Male,hispanic,Trinidad,CO,No known charges,Unarmed,no object,foot,2017
3286,49,Male,hispanic,Artesia,CA,No known charges,Allegedly Armed,knife,not fleeing,2017
1709,32,Male,hispanic,Santa Barbara,CA,No known charges,Allegedly Armed,gun,not fleeing,2019
454,24,Male,hispanic,Bakersfield,CA,No known charges,Unclear,undetermined,,2020
2203,32,Male,hispanic,Salt Lake City,UT,No known charges,Vehicle,vehicle,car,2018
2600,25,Male,hispanic,Dilley,TX,No known charges,Allegedly Armed,gun,not fleeing,2018
2598,25,Male,hispanic,Bloomington,CA,No known charges,Allegedly Armed,gun,,2018
2909,24,Male,hispanic,Petaluma,CA,No known charges,Allegedly Armed,gun,not fleeing,2018
1684,20,Male,hispanic,Garden Grove,CA,No known charges,Allegedly Armed,knife,not fleeing,2019
1681,46,Male,hispanic,Trinidad,CO,No known charges,Allegedly Armed,gun,,2019
1680,59,Male,hispanic,Huron,CA,No known charges,Unclear,unknown weapon,not fleeing,2019
1311,34,Male,hispanic,Milton,FL,No known charges,Vehicle,vehicle,car,2019
489,,Male,hispanic,Fullerton,CA,No known charges,Allegedly Armed,knife,not fleeing,2020
490,50,Male,hispanic,North Hollywood,CA,No known charges,Allegedly Armed,sword,,2020
1678,17,Male,hispanic,Phoenix,AZ,No known charges,Allegedly Armed,gun,foot,2019
2912,22,Male,hispanic,Brownsville,TX,No known charges,Allegedly Armed,knife,not fleeing,2018
497,22,Male,hispanic,Corpus Christi,TX,No known charges,Allegedly Armed,gun,not fleeing,2020
982,20,Male,hispanic,Denver,CO,No known charges,Allegedly Armed,knife,not fleeing,2020
2917,33,Male,hispanic,San Antonio,TX,No known charges,Allegedly Armed,gun,not fleeing,2018
2214,24,Male,hispanic,Bell Gardens,CA,No known charges,Allegedly Armed,knife,not fleeing,2018
2919,21,Male,hispanic,Reno,NV,No known charges,Unclear,undetermined,not fleeing,2018
2594,23,Male,hispanic,Albuquerque,NM,No known charges,Allegedly Armed,gun,not fleeing,2018
979,30,Male,hispanic,Ansonia,CT,No known charges,Allegedly Armed,knife,not fleeing,2020
996,50,Male,hispanic,El Centro,CA,No known charges,Allegedly Armed,knife,not fleeing,2019
1686,39,Male,hispanic,Davie,FL,No known charges,Allegedly Armed,knife,not fleeing,2019
3386,31,Female,hispanic,Ruidoso,NM,No known charges,Vehicle,vehicle,not fleeing,2017
1689,32,Male,hispanic,Palm Beach Gardens,FL,No known charges,Allegedly Armed,gun,not fleeing,2019
1708,34,Male,hispanic,Milwaukee,WI,No known charges,Allegedly Armed,gun,not fleeing,2019
456,23,Male,hispanic,Oakland,CA,No known charges,Unclear,undetermined,not fleeing,2020
2186,46,Male,hispanic,Phoenix,AZ,No known charges,Allegedly Armed,gun,not fleeing,2018
3416,40,Male,hispanic,Greeley,CO,No known charges,Allegedly Armed,gun,car,2017
1706,29,Male,hispanic,Phoenix,AZ,No known charges,Allegedly Armed,gun,not fleeing,2019
2187,,Female,hispanic,Boulevard,CA,No known charges,Vehicle,vehicle,,2018
1704,49,Male,hispanic,Montebello,CA,No known charges,Allegedly Armed,gun,not fleeing,2019
2898,56,Male,hispanic,South Bend,IN,No known charges,Allegedly Armed,knife,not fleeing,2018
2188,,Male,hispanic,Boulevard,CA,No known charges,Vehicle,vehicle,,2018
3425,34,Male,hispanic,Bellaire,TX,No known charges,Unclear,screwdriver,not fleeing,2017
3406,25,Male,hispanic,Sunnyvale,CA,No known charges,Allegedly Armed,knife,not fleeing,2017
464,25,Male,hispanic,Corpus Christi,TX,No known charges,Allegedly Armed,gun,not fleeing,2020
2191,33,Male,hispanic,Vancouver,WA,No known charges,Vehicle,vehicle,car,2018
1298,24,Male,hispanic,Hampton,GA,No known charges,Unarmed,no object,,2019
2602,17,Male,hispanic,Dallas,TX,No known charges,Allegedly Armed,gun,,2018
1699,25,Male,hispanic,South Sioux City,NE,No known charges,Allegedly Armed,gun,not fleeing,2019
1690,43,Male,hispanic,Tamarac,FL,No known charges,Allegedly Armed,knife,,2019
468,22,Male,hispanic,Vallejo,CA,No known charges,Allegedly Armed,hammer,not fleeing,2020
3395,43,Male,hispanic,El Paso,TX,No known charges,Allegedly Armed,machete,not fleeing,2017
470,25,Male,hispanic,Las Vegas,NV,No known charges,Allegedly Armed,gun,not fleeing,2020
2189,,Male,hispanic,Boulevard,CA,No known charges,Vehicle,vehicle,,2018
3474,28,Male,hispanic,Duarte,CA,No known charges,Allegedly Armed,gun,not fleeing,2017
2566,33,Male,hispanic,Burlington,NC,No known charges,Allegedly Armed,machete,not fleeing,2018
1618,33,Female,hispanic,Fresno,CA,No known charges,Allegedly Armed,ax,not fleeing,2019
2397,35,Female,hispanic,Laredo,TX,No known charges,Unarmed,no object,,2018
2495,21,Male,hispanic,Los Angeles,CA,No known charges,Unclear,undetermined,foot,2018
3066,23,Male,hispanic,Las Cruces,NM,No known charges,Vehicle,vehicle,car,2018
761,41,Male,hispanic,Chandler,AZ,No known charges,Unarmed,toy weapon,not fleeing,2020
762,,Male,hispanic,Claremore,OK,No known charges,Unarmed,no object,foot,2020
2403,28,Transgender,hispanic,Laredo,TX,No known charges,Unarmed,no object,,2018
2404,52,Male,hispanic,Laredo,TX,No known charges,Allegedly Armed,unknown weapon,,2018
1426,37,Male,hispanic,Kansas City,KS,No known charges,Allegedly Armed,gun,foot,2019
1507,35,Male,hispanic,Kirkland,WA,No known charges,Unarmed,no object,not fleeing,2019
1427,52,Male,hispanic,Garland,TX,No known charges,Allegedly Armed,machete,not fleeing,2019
2489,,Male,hispanic,Fresno,CA,No known charges,Allegedly Armed,gun,not fleeing,2018
2410,32,Male,hispanic,Buffalo,NY,No known charges,Allegedly Armed,gun,not fleeing,2018
3156,35,Male,hispanic,Pueblo,CO,No known charges,Allegedly Armed,gun,other,2018
3155,28,Male,hispanic,Irving,TX,No known charges,Vehicle,vehicle,car,2018
2485,28,Male,hispanic,Fallbrook,CA,No known charges,Unarmed,no object,not fleeing,2018
770,44,Male,hispanic,Bell Gardens,CA,No known charges,Unarmed,no object,,2020
3075,57,Male,hispanic,Mesa,AZ,No known charges,Allegedly Armed,gun,not fleeing,2018
2484,41,Male,hispanic,Midland,TX,No known charges,Allegedly Armed,gun,not fleeing,2018
773,29,Female,hispanic,Torrence,CA,No known charges,Allegedly Armed,knife,not fleeing,2020
757,31,Male,hispanic,Ranchos De Taos,NM,No known charges,Allegedly Armed,gun,car,2020
774,47,Male,hispanic,Elmendorf,TX,No known charges,Unclear,screwdriver,,2020
2394,29,Male,hispanic,Lancaster,PA,No known charges,Allegedly Armed,gun,not fleeing,2018
1514,36,Male,hispanic,Bakersfield,CA,No known charges,Unclear,undetermined,not fleeing,2019
2380,18,Male,hispanic,Los Angeles,CA,No known charges,Unarmed,no object,,2018
2524,29,Male,hispanic,Seville,FL,No known charges,Allegedly Armed,Taser,not fleeing,2018
3046,31,Male,hispanic,Los Angeles,CA,No known charges,Allegedly Armed,gun,not fleeing,2018
1409,31,Female,hispanic,Denver,CO,No known charges,Allegedly Armed,gun,foot,2019
1529,37,Male,hispanic,Ruskin,FL,No known charges,Allegedly Armed,knife,not fleeing,2019
1527,34,Male,hispanic,West Jordan,UT,No known charges,Unclear,undetermined,foot,2019
746,58,Male,hispanic,San Antonio,TX,No known charges,Allegedly Armed,machete,not fleeing,2020
2511,42,Male,hispanic,Scottsdale,AZ,No known charges,Unclear,undetermined,other,2018
3182,36,Male,hispanic,Puyallup,WA,No known charges,Allegedly Armed,gun,car,2018
749,25,Female,hispanic,Long Beach,CA,No known charges,Allegedly Armed,knife,not fleeing,2020
3179,,Male,hispanic,El Sereno,CA,No known charges,Allegedly Armed,gun,not fleeing,2018
3177,42,Male,hispanic,Eugene,OR,No known charges,Allegedly Armed,gun,not fleeing,2018
3061,23,Male,hispanic,Austin,TX,No known charges,Allegedly Armed,gun,other,2018
2388,23,Male,hispanic,Temple Hills,MD,No known charges,Allegedly Armed,gun,foot,2018
3174,,Male,hispanic,Bedford,TX,No known charges,Unclear,undetermined,not fleeing,2018
880,33,Male,hispanic,Topeka,KS,No known charges,Vehicle,vehicle,car,2020
3063,51,Male,hispanic,Scottsdale,AZ,No known charges,Allegedly Armed,gun,not fleeing,2018
3171,22,Male,hispanic,Phoenix,AZ,No known charges,Allegedly Armed,knife,not fleeing,2018
2510,70,Male,hispanic,Los Angeles,CA,No known charges,Allegedly Armed,gun,,2018
3064,33,Male,hispanic,Converse,TX,No known charges,Allegedly Armed,gun,car,2018
2482,17,Male,hispanic,Dallas,TX,No known charges,Allegedly Armed,gun,not fleeing,2018
1497,52,Male,hispanic,Chino Hills,CA,No known charges,Allegedly Armed,knife,not fleeing,2019
2425,29,Male,hispanic,Cincinnati,OH,No known charges,Allegedly Armed,gun,not fleeing,2018
3093,35,Male,hispanic,Grant-Valkaria,FL,No known charges,Allegedly Armed,knife,not fleeing,2018
3121,39,Male,hispanic,Arvada,CO,No known charges,Allegedly Armed,knife,not fleeing,2018
808,40,Male,hispanic,Las Cruces,NM,Charged,Unarmed,no object,,2020
1444,19,Male,hispanic,Arvin,CA,No known charges,Vehicle,vehicle,car,2019
1467,62,Male,hispanic,Boynton Beach,FL,No known charges,Allegedly Armed,gun,not fleeing,2019
850,40,Male,hispanic,Poinciana,FL,No known charges,Allegedly Armed,gun,car,2020
811,22,Male,hispanic,Moses Lake,WA,No known charges,Allegedly Armed,gun,other,2020
812,33,Male,hispanic,Clarkdale,AZ,No known charges,Allegedly Armed,knife,,2020
1462,58,Male,hispanic,San Antonio,TX,No known charges,Allegedly Armed,gun,not fleeing,2019
814,39,Male,hispanic,Jacksonville,FL,No known charges,Allegedly Armed,gun,,2020
816,30,Male,hispanic,Greeley,CO,No known charges,Allegedly Armed,gun,not fleeing,2020
2466,41,Male,hispanic,Bakersfield,CA,No known charges,Allegedly Armed,knife,,2018
3105,19,Male,hispanic,Colorado Springs,CO,No known charges,Allegedly Armed,gun,not fleeing,2018
2455,38,Male,hispanic,Miami,FL,No known charges,Allegedly Armed,knife,not fleeing,2018
842,38,Male,hispanic,Red Bluff,CA,No known charges,Allegedly Armed,gun,not fleeing,2020
3102,29,Male,hispanic,Denver,CO,No known charges,Allegedly Armed,knife,not fleeing,2018
3100,37,Male,hispanic,Los Angeles,CA,No known charges,Vehicle,vehicle,car,2018
831,27,Male,hispanic,Milwaukee,WI,No known charges,Allegedly Armed,gun,foot,2020
833,36,Male,hispanic,Deming,NM,No known charges,Allegedly Armed,gun,other,2020
852,44,Male,hispanic,Rialto,CA,No known charges,Allegedly Armed,knife,not fleeing,2020
807,45,Male,hispanic,San Antonio,TX,No known charges,Allegedly Armed,gun,not fleeing,2020
2446,37,Male,hispanic,Tarboro,NC,No known charges,Unclear,undetermined,not fleeing,2018
2470,23,Female,hispanic,Los Lunas,NM,No known charges,Vehicle,vehicle,not fleeing,2018
3145,18,Male,hispanic,League City,TX,No known charges,Allegedly Armed,pipe,foot,2018
2481,15,Male,hispanic,Denair,CA,No known charges,Allegedly Armed,gun,other,2018
3143,27,Male,hispanic,Sparks,NV,No known charges,Unclear,undetermined,foot,2018
1489,36,Male,hispanic,Modesto,CA,No known charges,Unarmed,no object,,2019
3141,47,Male,hispanic,Houston,TX,No known charges,Unarmed,no object,not fleeing,2018
1487,53,Male,hispanic,Pueblo,CO,No known charges,Allegedly Armed,knife,not fleeing,2019
2479,28,Male,hispanic,Phoenix,AZ,No known charges,Allegedly Armed,gun,foot,2018
3140,19,Male,hispanic,San Antonio,TX,No known charges,Allegedly Armed,knife,other,2018
1482,41,Male,hispanic,Pemberton,NJ,No known charges,Unclear,garden tool,,2019
2379,39,Male,hispanic,Los Angeles,CA,No known charges,Allegedly Armed,gun,,2018
2435,70,Male,hispanic,Bernalillo,NM,No known charges,Allegedly Armed,gun,,2018
859,19,Male,hispanic,Amarillo,TX,No known charges,Allegedly Armed,gun,not fleeing,2020
857,37,Male,hispanic,Sparks,NV,No known charges,Unclear,undetermined,not fleeing,2020
1439,21,Male,hispanic,Salt Lake City,UT,No known charges,Allegedly Armed,gun,not fleeing,2019
801,32,Male,hispanic,Santa Clarita,CA,No known charges,Allegedly Armed,gun,not fleeing,2020
3124,46,Male,hispanic,Houston,TX,No known charges,Allegedly Armed,knife,car,2018
2441,49,Female,hispanic,South Pasadena,CA,No known charges,Unarmed,toy weapon,not fleeing,2018
854,21,Male,hispanic,Silverton,OR,No known charges,Allegedly Armed,gun,not fleeing,2020
1442,32,Male,hispanic,Everett,MA,No known charges,Allegedly Armed,gun,car,2019
3122,20,Male,hispanic,St. James,MN,No known charges,Allegedly Armed,knife,foot,2018
3134,42,Male,hispanic,Las Vegas,NV,No known charges,Allegedly Armed,gun,,2018
3043,42,Male,hispanic,Gilroy,CA,No known charges,Unarmed,no object,not fleeing,2018
2377,40,Male,hispanic,Miami,FL,No known charges,Allegedly Armed,gun,car,2018
1406,26,Male,hispanic,Ogden,UT,No known charges,Allegedly Armed,knife,not fleeing,2019
655,25,Male,hispanic,Tome,NM,No known charges,Unclear,undetermined,,2020
1593,38,Male,hispanic,Toppenish,WA,No known charges,Allegedly Armed,knife,not fleeing,2019
3240,28,Male,hispanic,Yakima,WA,No known charges,Allegedly Armed,gun,not fleeing,2017
1586,37,Male,hispanic,Tulsa,OK,No known charges,Allegedly Armed,gun,car,2019
1584,31,Male,hispanic,Tucson,AZ,No known charges,Allegedly Armed,gun,,2019
1583,35,Male,hispanic,Las Cruces,NM,No known charges,Allegedly Armed,gun,car,2019
3237,40,Male,hispanic,South Gate,CA,No known charges,Allegedly Armed,gun,not fleeing,2017
658,47,Male,hispanic,Laredo,TX,No known charges,Allegedly Armed,knife,,2020
2735,42,Male,hispanic,San Diego,CA,No known charges,Allegedly Armed,knife,not fleeing,2018
919,37,Male,hispanic,Mesa,AZ,No known charges,Allegedly Armed,gun,,2020
3004,46,Male,hispanic,Austin,TX,No known charges,Allegedly Armed,pick-axe,not fleeing,2018
2555,24,Male,hispanic,Redondo Beach,CA,No known charges,Unarmed,toy weapon,not fleeing,2018
1579,18,Male,hispanic,Centralia,WA,No known charges,Allegedly Armed,knife,not fleeing,2019
1362,37,Male,hispanic,Denver,CO,No known charges,Allegedly Armed,gun,not fleeing,2019
665,34,Male,hispanic,St. Louis,MO,No known charges,Allegedly Armed,gun,,2020
2333,22,Male,hispanic,Clovis,NM,No known charges,Allegedly Armed,knife,foot,2018
3230,30,Male,hispanic,Redwood City,CA,No known charges,Allegedly Armed,gun,not fleeing,2017
1577,33,Male,hispanic,Mission,TX,No known charges,Allegedly Armed,gun,foot,2019
917,35,Male,hispanic,Moore,OK,No known charges,Unarmed,no object,car,2020
2997,27,Male,hispanic,Phoenix,AZ,No known charges,Allegedly Armed,gun,foot,2018
1600,35,Male,hispanic,Dallas,TX,Charged,Unarmed,no object,car,2019
3243,34,Male,hispanic,South Fulton,TN,No known charges,Allegedly Armed,knife,foot,2017
1603,56,Male,hispanic,San Leandro,CA,No known charges,Unarmed,no object,,2019
1349,34,Male,hispanic,Kaukauna,WI,No known charges,Vehicle,vehicle,car,2019
1613,32,Male,hispanic,Menifee,CA,No known charges,Allegedly Armed,gun,car,2019
3267,,Male,hispanic,Oceanside,CA,No known charges,Allegedly Armed,gun,foot,2017
2559,23,Male,hispanic,Amarillo,TX,No known charges,Allegedly Armed,gun,not fleeing,2018
