,victim_age,victim_gender,victim_race,date,City,State,criminal_charges,victim_armed,alleged_weapon,victim_fleeing
7188,24,Male,hispanic,2014-05-08,Payette,ID,No known charges,Allegedly Armed,gun,
5740,47,Male,hispanic,2015-09-05,Long Beach,CA,No known charges,Unarmed,no object,
7201,18,Male,hispanic,2014-05-04,Dublin,CA,No known charges,Allegedly Armed,baseball bat,
5675,23,Male,hispanic,2015-09-26,Lovington,NM,No known charges,Allegedly Armed,gun,not fleeing
7228,26,Male,hispanic,2014-04-23,Goodyear,AZ,No known charges,Allegedly Armed,unknown weapon,
5637,18,Male,hispanic,2015-10-14,Indio,CA,No known charges,Vehicle,vehicle,car
7223,42,Male,hispanic,2014-04-25,Los Angeles,CA,No known charges,Allegedly Armed,knife,
5644,43,Male,hispanic,2015-10-11,Odessa,TX,No known charges,Allegedly Armed,machete,car
5645,34,Male,hispanic,2015-10-11,San Bernardino,CA,No known charges,Unclear,undetermined,other
5646,35,Male,hispanic,2015-10-10,Lisle,IL,No known charges,Unclear,unknown weapon,not fleeing
5678,40,Male,hispanic,2015-09-25,Fresno,CA,No known charges,Unarmed,no object,not fleeing
5651,19,Male,hispanic,2015-10-09,Columbia,MD,No known charges,Allegedly Armed,knife,not fleeing
5663,28,Male,hispanic,2015-10-02,Sierra Vista,AZ,No known charges,Allegedly Armed,gun,car
5664,26,Male,hispanic,2015-10-02,Rialto,CA,No known charges,Allegedly Armed,knife,not fleeing
5669,59,Male,hispanic,2015-09-28,San Diego,CA,No known charges,Unarmed,toy weapon,not fleeing
7213,26,Male,hispanic,2014-04-29,Los Angeles,CA,No known charges,Allegedly Armed,gun,
5671,37,Female,hispanic,2015-09-27,Los Angeles,CA,No known charges,Allegedly Armed,knife,not fleeing
5672,40,Male,hispanic,2015-09-27,Ponder,TX,No known charges,Allegedly Armed,gun,not fleeing
5653,46,Male,hispanic,2015-10-07,West Palm Beach,FL,No known charges,Allegedly Armed,machete,not fleeing
6125,22,Male,hispanic,2015-04-30,El Paso,TX,Charged,Unclear,metal object,not fleeing
5741,32,Male,hispanic,2015-09-05,Ontario,CA,No known charges,Allegedly Armed,metal pipe,not fleeing
7174,25,Male,hispanic,2014-05-11,Eloy,AZ,No known charges,Allegedly Armed,gun,
7130,23,Male,hispanic,2014-05-26,Long Beach,CA,No known charges,Allegedly Armed,gun,
5808,44,Male,hispanic,2015-08-15,Irwindale,CA,No known charges,Unclear,flagpole,
5810,26,Male,hispanic,2015-08-14,Boerne,TX,No known charges,Allegedly Armed,gun,not fleeing
7117,31,Male,hispanic,2014-05-30,Green Valley,AZ,No known charges,Unarmed,no object,
5817,27,Male,hispanic,2015-08-12,Hemet,CA,No known charges,Allegedly Armed,gun,car
5825,22,Male,hispanic,2015-08-09,San Jose,CA,No known charges,Allegedly Armed,meat cleaver,foot
5803,29,Male,hispanic,2015-08-16,San Jose,CA,No known charges,Allegedly Armed,gun,not fleeing
7115,26,Male,hispanic,2014-05-30,Woodland,CA,No known charges,Allegedly Armed,knife,
5838,42,Male,hispanic,2015-08-06,Elsmere,KY,No known charges,Allegedly Armed,knife,not fleeing
7103,18,Female,hispanic,2014-06-03,Half Moon Bay,CA,No known charges,Allegedly Armed,knife,
5845,29,Male,hispanic,2015-08-05,Nashville,TN,No known charges,Allegedly Armed,hatchet,not fleeing
5848,55,Male,hispanic,2015-08-04,Oceanside,CA,No known charges,Unclear,undetermined,not fleeing
5854,29,Male,hispanic,2015-08-01,Tucson,AZ,No known charges,Allegedly Armed,gun,not fleeing
5858,33,Male,hispanic,2015-07-31,Albuquerque,NM,No known charges,Allegedly Armed,gun,not fleeing
5835,24,Male,hispanic,2015-08-07,Las Vegas,NV,No known charges,Unclear,sharp object,not fleeing
5749,49,Male,hispanic,2015-09-04,French Lick,IN,No known charges,Allegedly Armed,metal pipe,not fleeing
5801,40,Male,hispanic,2015-08-17,San Jose,CA,No known charges,Unarmed,no object,foot
7136,17,Male,hispanic,2014-05-24,Purcellville,VA,No known charges,Allegedly Armed,knife,
5757,40,Male,hispanic,2015-08-30,Tucson,AZ,No known charges,Allegedly Armed,gun,not fleeing
7168,22,Male,hispanic,2014-05-14,Wichita Falls,TX,No known charges,Allegedly Armed,unknown weapon,
5759,29,Male,hispanic,2015-08-29,Chicago,IL,No known charges,Unarmed,no object,car
5764,41,Male,hispanic,2015-08-28,San Antonio,TX,No known charges,Unclear,undetermined,not fleeing
5766,29,Male,hispanic,2015-08-27,Los Angeles,CA,No known charges,Unclear,contractor's level,not fleeing
7158,34,Male,hispanic,2014-05-17,Los Angeles,CA,No known charges,Allegedly Armed,knife,
7135,54,Male,hispanic,2014-05-24,Los Angeles,CA,No known charges,Unarmed,no object,
7150,37,Male,hispanic,2014-05-19,Bel Air,MD,No known charges,Allegedly Armed,gun,
5775,22,Male,hispanic,2015-08-25,Miami,FL,No known charges,Allegedly Armed,gun,not fleeing
7145,26,Male,hispanic,2014-05-20,Fresno,CA,No known charges,Allegedly Armed,knife,
5776,30,Male,hispanic,2015-08-25,Santa Fe,NM,No known charges,Allegedly Armed,gun,foot
7143,31,Male,hispanic,2014-05-21,Greeley,CO,No known charges,Allegedly Armed,gun,
7140,37,Male,hispanic,2014-05-22,Albuquerque,NM,No known charges,Allegedly Armed,box cutter,
5794,17,Male,hispanic,2015-08-20,Ontario,CA,No known charges,Allegedly Armed,gun,not fleeing
7147,44,Male,hispanic,2014-05-20,Salinas,CA,No known charges,Allegedly Armed,garden shears,
7240,50,Female,hispanic,2014-04-20,Chicago,IL,No known charges,Unarmed,no object,
6908,38,Male,hispanic,2014-08-08,Tamaqua,PA,No known charges,Unarmed,no object,
6900,41,Male,hispanic,2014-08-09,Walnut Park,CA,No known charges,Allegedly Armed,gun,
6667,35,Male,hispanic,2014-10-31,Salinas,CA,No known charges,Allegedly Armed,knife and screwdriver,
6671,22,Male,hispanic,2014-10-28,Phoenix,AZ,No known charges,Unclear,undetermined,
6464,29,Male,hispanic,2015-01-11,North Las Vegas,NV,No known charges,Allegedly Armed,gun,foot
6463,23,Male,hispanic,2015-01-11,South Gate,CA,No known charges,Allegedly Armed,gun,not fleeing
6676,28,Male,hispanic,2014-10-27,Paramount,CA,No known charges,Unarmed,no object,
6454,36,Male,hispanic,2015-01-15,Fairfield,CA,No known charges,Allegedly Armed,knife,not fleeing
6684,39,Male,hispanic,2014-10-25,Magna,UT,No known charges,Allegedly Armed,knife,
6690,23,Male,hispanic,2014-10-24,Tucson,AZ,No known charges,Allegedly Armed,gun,
6442,24,Male,hispanic,2015-01-17,Los Angeles,CA,No known charges,Allegedly Armed,gun,not fleeing
6691,25,Male,hispanic,2014-10-23,Dartmouth,MA,No known charges,Allegedly Armed,gun,
6437,36,Male,hispanic,2015-01-21,Roma,TX,No known charges,Allegedly Armed,gun,foot
6693,43,Male,hispanic,2014-10-23,Avondale,AZ,No known charges,Allegedly Armed,machete,
6696,27,Male,hispanic,2014-10-22,Brownsville,TX,No known charges,Allegedly Armed,axe,
6428,56,Male,hispanic,2015-01-23,Levelland,TX,No known charges,Allegedly Armed,knife,not fleeing
6697,35,Male,hispanic,2014-10-21,Roy,UT,No known charges,Unclear,undetermined,
6423,26,Male,hispanic,2015-01-25,Pueblo,CO,No known charges,Allegedly Armed,gun,car
6421,24,Male,hispanic,2015-01-26,Tahoka,TX,No known charges,Unarmed,no object,car
6723,20,Male,hispanic,2014-10-08,Bergen,NJ,No known charges,Vehicle,vehicle ,
6714,27,Male,hispanic,2014-10-12,Rocky Ford,CO,Charged,Unarmed,no object,
6393,28,Male,hispanic,2015-02-04,Tempe,AZ,No known charges,Allegedly Armed,gun,car
6394,28,Male,hispanic,2015-02-04,Tempe,AZ,No known charges,Unarmed,no object,not fleeing
6710,36,Male,hispanic,2014-10-13,Dalhart,TX,No known charges,Allegedly Armed,knife,
6395,37,Male,hispanic,2015-02-04,Orlando,FL,No known charges,Allegedly Armed,gun,not fleeing
6666,49,Male,hispanic,2014-11-01,Tucson,AZ,No known charges,Unarmed,no object,
6702,29,Male,hispanic,2014-10-20,Waco,TX,No known charges,Allegedly Armed,knife,
6407,31,Male,hispanic,2015-01-31,Katy,TX,No known charges,Allegedly Armed,gun,not fleeing
6700,54,Male,hispanic,2014-10-20,Ocala,FL,No known charges,Allegedly Armed,gun,
6416,26,Male,hispanic,2015-01-27,Phoenix,AZ,No known charges,Vehicle,vehicle,not fleeing
6419,34,Male,hispanic,2015-01-26,Wasco,CA,No known charges,Allegedly Armed,knife,not fleeing
6420,17,Female,hispanic,2015-01-26,Denver,CO,No known charges,Vehicle,vehicle,not fleeing
6699,22,Male,hispanic,2014-10-20,El Paso,TX,No known charges,Allegedly Armed,gun,
6402,35,Male,hispanic,2015-02-03,Electra,TX,No known charges,Unarmed,no object,
6482,22,Male,hispanic,2015-01-05,Chandler,AZ,No known charges,Allegedly Armed,gun,car
6485,39,Male,hispanic,2015-01-04,Evans,CO,No known charges,Allegedly Armed,gun,not fleeing
6486,23,Male,hispanic,2015-01-03,Wichita,KS,No known charges,Unarmed,no object,not fleeing
6625,35,Male,hispanic,2014-11-14,Chula Vista,CA,No known charges,Allegedly Armed,knife,
6557,27,Male,hispanic,2014-12-08,Lansing Township,MI,No known charges,Allegedly Armed,gun,
6622,33,Male,hispanic,2014-11-15,McMinnville,OR,No known charges,Unclear,undetermined,
6558,32,Male,hispanic,2014-12-07,Yulee,FL,No known charges,Allegedly Armed,gun,
6617,57,Male,hispanic,2014-11-16,East Los Angeles,CA,No known charges,Unarmed,toy weapon,
6562,27,Female,hispanic,2014-12-07,Oakland,CA,No known charges,Vehicle,vehicle,
6631,35,Male,hispanic,2014-11-13,San Bernardino,CA,No known charges,Allegedly Armed,gun,
6567,32,Male,hispanic,2014-12-04,Orlando,FL,No known charges,Allegedly Armed,gun,
6612,34,Male,hispanic,2014-11-18,Riverside,CA,No known charges,Allegedly Armed,gun,
6577,49,Male,hispanic,2014-12-01,Midland,TX,No known charges,Allegedly Armed,machete,
6580,19,Male,hispanic,2014-11-30,Carson,CA,No known charges,Allegedly Armed,knife,
6582,52,Male,hispanic,2014-11-28,Dearborn,MI,No known charges,Allegedly Armed,gun,
6604,18,Male,hispanic,2014-11-21,Long Beach,CA,No known charges,Allegedly Armed,knife,
6597,27,Male,hispanic,2014-11-23,West Covina,CA,No known charges,Allegedly Armed,gun,
6616,26,Male,hispanic,2014-11-16,East Los Angeles,CA,No known charges,Unarmed,toy weapon,
6383,33,Male,hispanic,2015-02-08,Anchorage,AK,No known charges,Allegedly Armed,gun,car
6632,22,Male,hispanic,2014-11-13,Bakersfield,CA,No known charges,Unarmed,no object,
6546,19,Male,hispanic,2014-12-13,Topeka,KS,No known charges,Allegedly Armed,gun,
6489,18,Male,hispanic,2015-01-01,Key Largo,FL,No known charges,Unarmed,no object,
6493,34,Male,hispanic,2014-12-31,Norman,OK,No known charges,Allegedly Armed,hammer,
6494,34,Female,hispanic,2014-12-31,Compton,CA,No known charges,Allegedly Armed,gun,
6660,20,Male,hispanic,2014-11-02,Indio,CA,No known charges,Allegedly Armed,gun,
6510,40,Male,hispanic,2014-12-25,San Diego,CA,No known charges,Unarmed,no object,
6511,,Male,hispanic,2014-12-25,Coachella,CA,No known charges,Unarmed,no object,
6633,26,Male,hispanic,2014-11-12,Concord,CA,No known charges,Vehicle,vehicle,
6643,31,Male,hispanic,2014-11-09,Denver,CO,No known charges,Allegedly Armed,gun,
6531,34,Male,hispanic,2014-12-17,Albuquerque,NM,No known charges,Allegedly Armed,gun,
6535,48,Male,hispanic,2014-12-17,San Antonio,TX,No known charges,Unclear,undetermined,
6640,22,Male,hispanic,2014-11-09,Van Nuys,CA,No known charges,Allegedly Armed,knife,
6639,34,Male,hispanic,2014-11-09,Los Angeles,CA,No known charges,Allegedly Armed,gun,
6541,32,Female,hispanic,2014-12-15,Midland,TX,No known charges,Unarmed,no object,
6544,51,Male,hispanic,2014-12-14,,FL,No known charges,Unclear,undetermined,
6520,29,Male,hispanic,2014-12-22,Las Cruces,NM,No known charges,Unclear,undetermined,
6379,35,Male,hispanic,2015-02-10,Pasco,WA,No known charges,Unarmed,no object,foot
6728,36,Male,hispanic,2014-10-07,Houston,TX,No known charges,Allegedly Armed,gun,
6373,21,Male,hispanic,2015-02-13,Kansas City,KS,No known charges,Allegedly Armed,gun,car
6862,25,Male,hispanic,2014-08-20,DeRidder,LA,No known charges,Vehicle,vehicle ,
6196,39,Male,hispanic,2015-04-08,Los Angeles,CA,No known charges,Allegedly Armed,gun,foot
6859,38,Male,hispanic,2014-08-22,San Bernardino,CA,No known charges,Allegedly Armed,gun,
6855,61,Male,hispanic,2014-08-23,Ellicott City,MD,No known charges,Allegedly Armed,knife,
6854,39,Male,hispanic,2014-08-23,Phoenix,AZ,No known charges,Allegedly Armed,gun,
6850,22,Male,hispanic,2014-08-24,Oklahoma City,OK,No known charges,Allegedly Armed,unknown weapon,
6865,22,Female,hispanic,2014-08-19,Orlando,FL,No known charges,Unarmed,no object,
6849,51,Male,hispanic,2014-08-25,Lubbock,TX,No known charges,Allegedly Armed,gun,
6837,18,Male,hispanic,2014-08-27,Dallas,TX,No known charges,Allegedly Armed,gun,
6235,23,Male,hispanic,2015-03-27,Bakersfield,CA,No known charges,Unarmed,toy weapon,car
6836,36,Male,hispanic,2014-08-28,St. Paul,MN,No known charges,Unclear,rocks,
6829,45,Male,hispanic,2014-08-29,New Braunfels,TX,No known charges,Allegedly Armed,hatchet,
6828,30,Male,hispanic,2014-08-30,Laredo,TX,No known charges,Unarmed,toy weapon,
6238,35,Male,hispanic,2015-03-26,Wilmington,CA,No known charges,Allegedly Armed,knife,not fleeing
6222,21,Male,hispanic,2015-03-31,Baytown,TX,No known charges,Unarmed,toy weapon,not fleeing
6820,45,Male,hispanic,2014-09-01,Henryetta,OK,No known charges,Unclear,undetermined,
6187,21,Male,hispanic,2015-04-10,Corning,CA,No known charges,Allegedly Armed,knife,not fleeing
6180,24,Male,hispanic,2015-04-13,Houston,TX,No known charges,Unclear,undetermined,
6146,26,Male,hispanic,2015-04-23,Sylmar,CA,No known charges,Allegedly Armed,gun,not fleeing
6148,19,Male,hispanic,2015-04-23,Long Beach,CA,No known charges,Unarmed,no object,not fleeing
6151,51,Male,hispanic,2015-04-22,Bisbee,AZ,No known charges,Allegedly Armed,knife,not fleeing
6155,35,Male,hispanic,2015-04-21,Los Angeles,CA,No known charges,Allegedly Armed,knife,not fleeing
6890,18,Male,hispanic,2014-08-11,Dallas,TX,No known charges,Allegedly Armed,knife,
6159,25,Male,hispanic,2015-04-20,Mission,TX,No known charges,Allegedly Armed,gun,not fleeing
6181,27,Male,hispanic,2015-04-13,Affton,MO,No known charges,Allegedly Armed,gun,not fleeing
6888,22,Male,hispanic,2014-08-12,San Fernando,CA,No known charges,Allegedly Armed,gun,
6884,30,Male,hispanic,2014-08-13,Houston,TX,No known charges,Allegedly Armed,gun,
6883,40,Male,hispanic,2014-08-13,Houston,TX,No known charges,Allegedly Armed,gun,
6881,21,Male,hispanic,2014-08-13,Greeley,CO,No known charges,Unclear,undetermined,
6169,29,Male,hispanic,2015-04-17,Hemet,CA,No known charges,Allegedly Armed,gun,not fleeing
6170,47,Male,hispanic,2015-04-16,Shafter,CA,No known charges,Allegedly Armed,knife,not fleeing
6175,52,Male,hispanic,2015-04-15,Pomona,CA,No known charges,Unarmed,toy weapon,not fleeing
6164,43,Male,hispanic,2015-04-18,Phoenix,AZ,No known charges,Allegedly Armed,gun,not fleeing
6130,27,Male,hispanic,2015-04-29,Elk Grove,CA,No known charges,Allegedly Armed,gun,not fleeing
6242,28,Male,hispanic,2015-03-25,Los Angeles,CA,No known charges,Allegedly Armed,gun,foot
6270,22,Male,hispanic,2015-03-17,Sacramento,CA,No known charges,Unarmed,no object,car
6332,27,Male,hispanic,2015-02-27,Santa Ana,CA,No known charges,Unarmed,no object,not fleeing
6335,42,Male,hispanic,2015-02-26,Lakeland,FL,No known charges,Allegedly Armed,gun,foot
6750,51,Male,hispanic,2014-09-29,New York,NY,No known charges,Unarmed,no object,
6749,47,Male,hispanic,2014-09-29,New York,NY,No known charges,Allegedly Armed,knife,
6336,21,Male,hispanic,2015-02-26,San Francisco,CA,No known charges,Allegedly Armed,knife,not fleeing
6340,30,Male,hispanic,2015-02-24,Green Bay,WI,No known charges,Allegedly Armed,knife,not fleeing
6329,28,Female,hispanic,2015-02-28,Tucson,AZ,No known charges,Allegedly Armed,knife,not fleeing
6351,31,Male,hispanic,2015-02-20,Euless,TX,No known charges,Unarmed,no object,not fleeing
6354,,Male,hispanic,2015-02-20,Houston,TX,No known charges,Allegedly Armed,gun,car
6359,50,Male,hispanic,2015-02-17,Del Rio,TX,No known charges,Vehicle,vehicle,not fleeing
6734,29,Male,hispanic,2014-10-04,Los Angeles,CA,No known charges,Allegedly Armed,knife,
6370,35,Male,hispanic,2015-02-13,Reading,PA,No known charges,Unarmed,no object,not fleeing
6733,27,Male,hispanic,2014-10-05,Fort Collins,CO,No known charges,Allegedly Armed,gun,
6371,37,Male,hispanic,2015-02-13,San Manuel,AZ,No known charges,Allegedly Armed,knife,not fleeing
6741,33,Male,hispanic,2014-10-01,Highland,CA,No known charges,Allegedly Armed,gun,
6813,19,Female,hispanic,2014-09-03,Oklahoma City,OK,No known charges,Vehicle,vehicle,
6759,34,Male,hispanic,2014-09-25,San Francisco,CA,No known charges,Allegedly Armed,gun,
6771,29,Male,hispanic,2014-09-21,Grants Pass,OR,No known charges,Allegedly Armed,gun,
6808,45,Male,hispanic,2014-09-08,Sinton,TX,No known charges,Allegedly Armed,gun,
6279,29,Male,hispanic,2015-03-14,San Antonio,TX,No known charges,Allegedly Armed,gun,not fleeing
6283,23,Male,hispanic,2015-03-13,Pomona,CA,Charged,Unarmed,no object,
6284,32,Male,hispanic,2015-03-13,Los Angeles,CA,No known charges,Unarmed,no object,foot
6285,41,Male,hispanic,2015-03-13,Napa,CA,No known charges,Allegedly Armed,gun,other
6287,25,Male,hispanic,2015-03-11,South Gate,CA,No known charges,Vehicle,vehicle,not fleeing
6769,36,Male,hispanic,2014-09-22,Fresno,CA,No known charges,Allegedly Armed,metal post,
6292,39,Male,hispanic,2015-03-11,Santa Ana,CA,No known charges,Allegedly Armed,gun,not fleeing
6790,24,Male,hispanic,2014-09-14,Richmond,CA,No known charges,Unclear,undetermined,
6305,40,Male,hispanic,2015-03-08,Oklahoma City,OK,No known charges,Allegedly Armed,gun,not fleeing
6785,21,Male,hispanic,2014-09-16,Fresno,CA,No known charges,Unarmed,no object,
6309,33,Male,hispanic,2015-03-06,El Paso,TX,No known charges,Allegedly Armed,gun,not fleeing
6312,36,Male,hispanic,2015-03-05,Burbank,CA,No known charges,Unarmed,no object,car
6315,26,Male,hispanic,2015-03-04,Deltona,FL,No known charges,Unarmed,no object,not fleeing
6297,37,Male,hispanic,2015-03-10,Ontario,CA,No known charges,Allegedly Armed,sword,car
5634,27,Male,hispanic,2015-10-15,San Francisco,CA,No known charges,Allegedly Armed,gun,not fleeing
5632,15,Male,hispanic,2015-10-15,Homestead,FL,No known charges,Allegedly Armed,gun,car
7241,50,Male,hispanic,2014-04-19,Fresno,CA,No known charges,Allegedly Armed,gun,
4977,35,Male,hispanic,2016-05-19,Citrus Heights,CA,No known charges,Allegedly Armed,knife,not fleeing
7700,51,Male,hispanic,2013-10-27,Hialeah,FL,No known charges,Unclear,undetermined,
4970,35,Male,hispanic,2016-05-22,Oxford,MA,No known charges,Allegedly Armed,gun,not fleeing
4966,31,Male,hispanic,2016-05-24,Albuquerque,NM,No known charges,Allegedly Armed,gun,not fleeing
4959,19,Male,hispanic,2016-05-26,Solvang,CA,No known charges,Allegedly Armed,gun,car
7707,32,Male,hispanic,2013-10-26,Banning,CA,No known charges,Allegedly Armed,gun,
4958,25,Male,hispanic,2016-05-26,Socorro,NM,No known charges,Allegedly Armed,gun,car
7713,39,Male,hispanic,2013-10-25,Ridgecrest,CA,No known charges,Allegedly Armed,gun,
7716,30,Male,hispanic,2013-10-25,Hillsboro,OR,No known charges,Allegedly Armed,gun,
4952,41,Male,hispanic,2016-05-28,San Antonio,TX,No known charges,Unarmed,no object,not fleeing
4947,25,Male,hispanic,2016-05-29,Houston,TX,No known charges,Allegedly Armed,gun,not fleeing
7722,22,Male,hispanic,2013-10-24,Española,NM,No known charges,Allegedly Armed,gun,
4928,25,Male,hispanic,2016-06-06,Hilo,HI,No known charges,Allegedly Armed,knife,not fleeing
7729,25,Male,hispanic,2013-10-22,San Bruno,CA,No known charges,Unarmed,no object,
4925,21,Male,hispanic,2016-06-07,Turlock,CA,No known charges,Vehicle,vehicle,not fleeing
4923,43,Male,hispanic,2016-06-08,Kansas City,MO,No known charges,Allegedly Armed,gun,not fleeing
7732,13,Male,hispanic,2013-10-22,Santa Rosa,CA,No known charges,Unarmed,toy weapon,
4894,21,Male,hispanic,2016-06-16,Albuquerque,NM,No known charges,Allegedly Armed,gun,car
4895,30,Male,hispanic,2016-06-16,Arvada,CO,No known charges,Vehicle,vehicle,car
4901,50,Male,hispanic,2016-06-14,Boise,ID,No known charges,Vehicle,vehicle,car
4902,22,Male,hispanic,2016-06-14,Chula Vista,CA,No known charges,Unclear,undetermined,not fleeing
7750,22,Male,hispanic,2013-10-16,Wishram,WA,No known charges,Allegedly Armed,gun,
