,victim_age,victim_gender,victim_race,date,City,State,criminal_charges,victim_armed,alleged_weapon,victim_fleeing
396,57,Male,white,2020-06-27,Crossville,TN,No known charges,Allegedly Armed,gun,
395,68,Male,white,2020-06-28,Kettering,OH,No known charges,Allegedly Armed,gun,not fleeing
394,26,Female,white,2020-06-29,Midland,TX,No known charges,Allegedly Armed,gun,
393,48,Male,white,2020-06-29,Hazleton,PA,No known charges,Allegedly Armed,gun,car
8215,22,Male,white,2013-05-20,Clifton,TX,No known charges,Allegedly Armed,gun,
8216,56,Male,white,2013-05-20,Three Way,TX,No known charges,Allegedly Armed,knife,
392,57,Male,white,2020-06-29,Paducah,KY,No known charges,Unclear,undetermined,car
8219,43,Male,white,2013-05-18,Evanston,WY,No known charges,Allegedly Armed,gun,
388,49,Male,white,2020-07-01,Myrtle Beach,SC,No known charges,Allegedly Armed,gun,
387,34,Male,white,2020-07-01,Durango,CO,No known charges,Allegedly Armed,gun,not fleeing
8223,43,Male,white,2013-05-17,Madison,WI,No known charges,Allegedly Armed,sword,
375,40,Male,white,2020-07-06,Cornwall,NY,No known charges,Allegedly Armed,knife,
8227,33,Female,white,2013-05-17,Raleigh,NC,No known charges,Allegedly Armed,knife,
8229,64,Male,white,2013-05-16,Akron,OH,No known charges,Allegedly Armed,gun,
371,62,Male,white,2020-07-07,Etowah,TN,No known charges,Allegedly Armed,gun,not fleeing
8231,21,Male,white,2013-05-16,Nine Mile Falls,WA,No known charges,Vehicle,vehicle,
369,37,Male,white,2020-07-08,Pascagoula,MS,No known charges,Allegedly Armed,knife,
363,60,Male,white,2020-07-10,Forksville,PA,No known charges,Allegedly Armed,gun,not fleeing
355,36,Female,white,2020-07-12,Dayton,OH,No known charges,Vehicle,vehicle,car
8196,39,Male,white,2013-05-25,Washington Terrace,UT,No known charges,Allegedly Armed,gun,
8194,42,Male,white,2013-05-25,Sacramento,CA,No known charges,Unclear,undetermined,
408,27,Male,white,2020-06-25,Auburndale,FL,No known charges,Allegedly Armed,gun,not fleeing
8192,32,Male,white,2013-05-26,Upper Darby,PA,No known charges,Allegedly Armed,gun,
8151,39,Male,white,2013-06-07,Hobe Sound,FL,No known charges,Vehicle,vehicle,
8152,27,Male,white,2013-06-06,Bonham,TX,No known charges,Allegedly Armed,gun,
8153,67,Male,white,2013-06-06,Hickory,NC,No known charges,Allegedly Armed,gun,
8155,32,Male,white,2013-06-05,Highland Park,TX,No known charges,Allegedly Armed,gun,
453,35,Male,white,2020-06-07,Industry,CA,No known charges,Allegedly Armed,knife,not fleeing
8158,37,Male,white,2013-06-05,Escondido,CA,No known charges,Allegedly Armed,gun,
8160,16,Male,white,2013-06-04,Kansas City,MO,No known charges,Allegedly Armed,gun,
448,37,Male,white,2020-06-09,Redding,CA,No known charges,Unarmed,no object,
447,31,Male,white,2020-06-09,Englewood,CO,No known charges,Allegedly Armed,gun,
444,26,Male,white,2020-06-10,Paso Robles,CA,No known charges,Allegedly Armed,gun,foot
8166,35,Male,white,2013-06-03,Waimanalo,HI,No known charges,Unarmed,no object,
8167,60,Male,white,2013-06-03,Red Feather Lakes,CO,No known charges,Allegedly Armed,gun,
443,28,Male,white,2020-06-11,Dowelltown,TN,No known charges,Allegedly Armed,gun,other
8147,35,Male,white,2013-06-07,Yuba City,CA,No known charges,Unclear,undetermined,
437,22,Male,white,2020-06-13,Kansas City,MO,No known charges,Allegedly Armed,gun,other
434,31,Male,white,2020-06-15,Lawrence,KS,No known charges,Allegedly Armed,gun,car
8175,48,Male,white,2013-06-01,Spokane,WA,No known charges,Allegedly Armed,knife,
8176,21,Male,white,2013-06-01,San Diego,CA,No known charges,Allegedly Armed,knife,
8177,54,Male,white,2013-05-31,Broad Creek,NC,No known charges,Allegedly Armed,gun,
429,,Male,white,2020-06-17,Lovelock,NV,No known charges,Allegedly Armed,knife,car
428,50,Male,white,2020-06-17,Kennard,IN,No known charges,Allegedly Armed,gun,
427,35,Male,white,2020-06-18,Maiden,NC,No known charges,Allegedly Armed,gun,
426,38,Male,white,2020-06-18,Westminster,CO,No known charges,Allegedly Armed,gun,not fleeing
424,19,Male,white,2020-06-18,Billings,MT,No known charges,Allegedly Armed,gun,not fleeing
8186,72,Male,white,2013-05-28,Fort Worth,TX,No known charges,Allegedly Armed,gun,
8187,37,Female,white,2013-05-28,Crossville,TN,No known charges,Allegedly Armed,gun,
423,24,Male,white,2020-06-19,Sodus,NY,No known charges,Allegedly Armed,gun,not fleeing
8190,36,Male,white,2013-05-26,Salida,CO,No known charges,Allegedly Armed,gun,
435,25,Female,white,2020-06-13,Sedalia,MO,No known charges,Unarmed,no object,not fleeing
527,32,Male,white,2020-05-19,Chunchula,AL,No known charges,Allegedly Armed,gun,not fleeing
8040,29,Male,white,2013-07-07,Norco,CA,No known charges,Vehicle,vehicle,
8039,62,Male,white,2013-07-07,Buckner,IL,Charged,Unarmed,no object,
7911,44,Male,white,2013-08-18,Cedartown,GA,No known charges,Allegedly Armed,gun,
7912,59,Male,white,2013-08-18,Madison,WI,No known charges,Allegedly Armed,knife,
7913,58,Male,white,2013-08-18,Bluff City,TN,No known charges,Vehicle,vehicle ,
7914,19,Male,white,2013-08-17,Bel Air,MD,No known charges,Unarmed,no object,
7915,78,Male,white,2013-08-17,Grindstone Township,ME,No known charges,Allegedly Armed,gun,
648,39,Male,white,2020-04-15,Blair,NE,No known charges,Allegedly Armed,gun,not fleeing
7917,42,Male,white,2013-08-16,Redondo Beach,CA,No known charges,Allegedly Armed,knife,
7918,43,Male,white,2013-08-16,Kingman,AZ,No known charges,Unarmed,no object,
645,58,Male,white,2020-04-15,Waukesha,WI,No known charges,Allegedly Armed,gun,not fleeing
7921,43,Male,white,2013-08-15,Redondo Beach,CA,No known charges,Allegedly Armed,knife,
7922,46,Male,white,2013-08-15,Hillsboro,KY,No known charges,Allegedly Armed,gun,
7924,50,Male,white,2013-08-14,Fort Ripley,MN,No known charges,Allegedly Armed,gun,
7925,37,Male,white,2013-08-14,Hayward,CA,No known charges,Allegedly Armed,knife,
7926,20,Male,white,2013-08-14,Middlesboro,KY,No known charges,Allegedly Armed,knife,
643,48,Male,white,2020-04-16,Philipsburg,MT,No known charges,Vehicle,vehicle,not fleeing
642,43,Male,white,2020-04-17,Anderson,SC,No known charges,Allegedly Armed,knife,
7930,62,Male,white,2013-08-13,Denver,CO,No known charges,Allegedly Armed,gun,
7932,59,Male,white,2013-08-13,Cincinnati,OH,No known charges,Unarmed,no object,
638,24,Male,white,2020-04-18,Mankato,MN,No known charges,Allegedly Armed,gun,other
7934,46,Male,white,2013-08-12,Manheim,PA,No known charges,Unarmed,toy weapon,
636,40,Male,white,2020-04-19,Henderson,NV,No known charges,Allegedly Armed,gun,not fleeing
7938,40,Male,white,2013-08-10,Cascade,ID,No known charges,Allegedly Armed,gun,
7939,31,Male,white,2013-08-10,Florence,AL,No known charges,Allegedly Armed,gun,
7940,21,Male,white,2013-08-09,Indianapolis,IN,No known charges,Allegedly Armed,gun,
7941,31,Male,white,2013-08-09,Carrollton,VA,No known charges,Allegedly Armed,knife,
7942,62,Male,white,2013-08-09,New Port Richey,FL,No known charges,Allegedly Armed,gun,
7944,44,Male,white,2013-08-08,Kansas City,MO,No known charges,Unarmed,no object,
652,31,Male,white,2020-04-14,Old Town,ME,No known charges,Allegedly Armed,gun,not fleeing
7907,51,Male,white,2013-08-19,Jefferson City,TN,No known charges,Allegedly Armed,knife,
7906,63,Male,white,2013-08-20,Henderson,NV,No known charges,Allegedly Armed,gun,
7905,25,Male,white,2013-08-20,Goldonna,LA,Charged,Unarmed,no object,
7863,44,Male,white,2013-09-02,Gray,KY,No known charges,Allegedly Armed,gun,
680,28,Male,white,2020-04-07,Shreveport,LA,No known charges,Allegedly Armed,gun,other
679,38,Male,white,2020-04-07,Clinton,IA,No known charges,Vehicle,vehicle,car
7866,34,Male,white,2013-09-01,Anderson,SC,No known charges,Allegedly Armed,gun,
675,,Male,white,2020-04-08,Oceanside,CA,No known charges,Unclear,windshield wiper,
674,59,Male,white,2020-04-08,Salisbury,MD,No known charges,Allegedly Armed,gun,not fleeing
673,36,Male,white,2020-04-09,Winchester,TN,No known charges,Allegedly Armed,Taser,foot
7871,29,Male,white,2013-08-31,San Antonio,TX,Charged,Unarmed,no object,
671,39,Male,white,2020-04-09,Brandon,CO,No known charges,Unarmed,no object,foot
7873,34,Male,white,2013-08-30,Sisters,OR,No known charges,Allegedly Armed,gun,
667,33,Male,white,2020-04-10,Philadelphia,PA,No known charges,Unarmed,no object,not fleeing
7878,46,Male,white,2013-08-29,Springfield,VA,Charged,Unarmed,no object,
666,,Male,white,2020-04-10,Klamath Falls,OR,No known charges,Allegedly Armed,gun,car
7945,68,Male,white,2013-08-08,Sunnyvale,CA,No known charges,Allegedly Armed,knife,
663,51,Male,white,2020-04-11,West Terre Haute,IN,No known charges,Allegedly Armed,gun,not fleeing
7886,35,Male,white,2013-08-25,Coeur d'Alene,ID,No known charges,Allegedly Armed,knife,
7887,29,Male,white,2013-08-24,Simi Valley,CA,No known charges,Allegedly Armed,gun,
7890,30,Male,white,2013-08-23,Fort Morgan,CO,No known charges,Unarmed,no object,
661,29,Female,white,2020-04-11,Jacksonville,FL,No known charges,Allegedly Armed,knife,not fleeing
7893,29,Male,white,2013-08-23,Phoenix,AZ,No known charges,Allegedly Armed,gun,
7894,28,Male,white,2013-08-22,Buckley,WA,No known charges,Unarmed,no object,
7896,40,Male,white,2013-08-22,Spokane,WA,No known charges,Vehicle,vehicle ,
7897,33,Male,white,2013-08-22,Perris,CA,No known charges,Unarmed,no object,
7898,37,Male,white,2013-08-21,Phoenix,AZ,No known charges,Vehicle,vehicle ,
7899,68,Male,white,2013-08-21,Louisville,TN,No known charges,Allegedly Armed,gun,
7900,40,Male,white,2013-08-20,Hopewell Junction,NY,No known charges,Allegedly Armed,gun,
656,35,Male,white,2020-04-12,Daly City,CA,No known charges,Allegedly Armed,knife,car
7904,52,Male,white,2013-08-20,Klamath Falls,OR,No known charges,Unarmed,cell phone,
662,54,Male,white,2020-04-11,Milwaukie,OR,No known charges,Allegedly Armed,gun,
7948,46,Male,white,2013-08-07,Huntington,TX,No known charges,Allegedly Armed,gun,
622,42,Male,white,2020-04-23,Paterson,NJ,No known charges,Allegedly Armed,gun,not fleeing
618,24,Male,white,2020-04-24,Napa,CA,No known charges,Allegedly Armed,gun,car
562,51,Male,white,2020-05-07,Jean,NV,No known charges,Allegedly Armed,gun,car
556,57,Male,white,2020-05-09,Evergreen,CO,No known charges,Allegedly Armed,gun,car
555,27,Male,white,2020-05-09,Calypso,NC,No known charges,Allegedly Armed,unknown weapon,not fleeing
8008,38,Male,white,2013-07-17,Anderson,CA,No known charges,Allegedly Armed,gun,
8009,68,Female,white,2013-07-16,Oil CIty,PA,No known charges,Allegedly Armed,knife,
8010,37,Male,white,2013-07-16,Los Angeles,CA,No known charges,Allegedly Armed,gun,
554,33,Transgender,white,2020-05-09,Orchard Mesa,CO,No known charges,Allegedly Armed,knife,
552,50,Male,white,2020-05-10,Twentynine Palms,CA,No known charges,Allegedly Armed,knife,car
550,37,Male,white,2020-05-12,Deltona,FL,No known charges,Allegedly Armed,gun,car
8015,24,Male,white,2013-07-14,Killeen,TX,No known charges,Allegedly Armed,gun,
549,25,Male,white,2020-05-12,Plainedge,NY,Charged,Unarmed,no object,
8018,25,Male,white,2013-07-13,Needham,IN,No known charges,Allegedly Armed,gun,
8019,42,Male,white,2013-07-12,Oak View,CA,No known charges,Allegedly Armed,gun,
7999,46,Male,white,2013-07-19,Latrobe,PA,No known charges,Unclear,undetermined,
546,47,Male,white,2020-05-13,Fort McKavett,TX,No known charges,Allegedly Armed,gun,not fleeing
540,31,Male,white,2020-05-15,Pueblo,CO,No known charges,Vehicle,vehicle,car
8023,24,Male,white,2013-07-11,Wichita,KS,No known charges,Allegedly Armed,gun,
539,33,Male,white,2020-05-15,Oxford,MS,No known charges,Allegedly Armed,gun,car
8025,30,Male,white,2013-07-10,St. Cloud,FL,No known charges,Unarmed,no object,
535,42,Male,white,2020-05-16,Greenville,GA,No known charges,Allegedly Armed,gun,foot
533,39,Male,white,2020-05-17,Shenandoah,LA,No known charges,Allegedly Armed,gun,other
532,26,Male,white,2020-05-17,Suring,WI,No known charges,Allegedly Armed,gun,not fleeing
530,29,Male,white,2020-05-18,Sale Creek,TN,No known charges,Unarmed,no object,not fleeing
8034,52,Male,white,2013-07-08,Batavia Township,IL,No known charges,Allegedly Armed,gun,
529,64,Male,white,2020-05-18,Forrest City,AR,No known charges,Allegedly Armed,gun,not fleeing
8036,27,Male,white,2013-07-08,Sewickley,PA,No known charges,Allegedly Armed,gun,
8037,50,Male,white,2013-07-08,Pooler,GA,No known charges,Allegedly Armed,gun,
528,69,Male,white,2020-05-19,Tallahassee,FL,No known charges,Allegedly Armed,unknown weapon,not fleeing
544,49,Male,white,2020-05-14,Union Township,OH,No known charges,Allegedly Armed,knife,not fleeing
8238,39,Male,white,2013-05-14,Denver,CO,No known charges,Allegedly Armed,gun,
7998,49,Male,white,2013-07-20,Cockeysville,MD,No known charges,Allegedly Armed,knife,
7995,36,Male,white,2013-07-21,Grand Forks,ND,No known charges,Allegedly Armed,gun,
613,59,Male,white,2020-04-25,Hiram,ME,No known charges,Allegedly Armed,gun,not fleeing
7954,49,Male,white,2013-08-04,Mesa,AZ,No known charges,Allegedly Armed,gun,
609,61,Male,white,2020-04-27,Hogansville,GA,No known charges,Allegedly Armed,gun,not fleeing
607,50,Male,white,2020-04-28,Vancouver,WA,No known charges,Allegedly Armed,sharp object,not fleeing
7958,41,Male,white,2013-08-03,Tucson,AZ,No known charges,Allegedly Armed,gun,
7959,32,Male,white,2013-08-02,Oklahoma City,OK,No known charges,Unclear,undetermined,
605,32,Male,white,2020-04-28,Buckeye,AZ,No known charges,Allegedly Armed,gun,car
7962,42,Male,white,2013-07-31,Yellow Springs,OH,No known charges,Allegedly Armed,gun,
7963,29,Male,white,2013-07-30,Benton,AR,No known charges,Allegedly Armed,gun,
7965,21,Male,white,2013-07-30,Orting,WA,No known charges,Allegedly Armed,gun,
596,43,Male,white,2020-04-30,Boons Camp,KY,No known charges,Allegedly Armed,gun,car
593,36,Male,white,2020-05-01,San Diego,CA,Charged,Unarmed,no object,foot
7970,40,Female,white,2013-07-29,Bonita Springs,FL,No known charges,Allegedly Armed,gun,
7996,28,Male,white,2013-07-21,Wilson,NC,No known charges,Unclear,undetermined,
592,21,Male,white,2020-05-01,Portland,IN,No known charges,Allegedly Armed,unknown weapon,
586,54,Male,white,2020-05-03,Fort Lauderdale,FL,No known charges,Allegedly Armed,gun,not fleeing
584,,Male,white,2020-05-03,Jacksonville,FL,No known charges,Allegedly Armed,gun,not fleeing
7976,28,Male,white,2013-07-28,Massillon,OH,No known charges,Allegedly Armed,knife,
583,44,Male,white,2020-05-03,Linville,NC,No known charges,Allegedly Armed,gun,car
582,69,Male,white,2020-05-03,Oakland City,IN,No known charges,Allegedly Armed,gun,not fleeing
581,38,Male,white,2020-05-03,Overland Park,KS,No known charges,Allegedly Armed,gun,car
7982,20,Male,white,2013-07-27,Wernersville,PA,No known charges,Allegedly Armed,gun,
579,43,Male,white,2020-05-03,Boerne,TX,No known charges,Allegedly Armed,gun,not fleeing
575,40,Male,white,2020-05-05,Las Vegas,NV,No known charges,Allegedly Armed,samurai sword,not fleeing
7989,32,Male,white,2013-07-24,Cincinnati,OH,No known charges,Allegedly Armed,gun,
571,34,Male,white,2020-05-05,Kansas CIty,MO,No known charges,Allegedly Armed,gun,car
570,56,Female,white,2020-05-05,Half Moon Bay,CA,No known charges,Allegedly Armed,gun,not fleeing
569,,Male,white,2020-05-06,Graham,NC,No known charges,Allegedly Armed,knife,car
7973,31,Male,white,2013-07-28,Garland,TX,No known charges,Vehicle,vehicle,
7862,23,Male,white,2013-09-02,St. Petersburg,FL,No known charges,Allegedly Armed,gun,
8239,50,Male,white,2013-05-14,Brandon,FL,No known charges,Unclear,undetermined,
8242,28,Female,white,2013-05-12,Kelso,WA,No known charges,Unclear,undetermined,
134,29,Male,white,2020-10-09,Salina,KS,No known charges,Allegedly Armed,undetermined,car
8496,31,Male,white,2013-02-18,Brighton,MI,No known charges,Allegedly Armed,gun,
8497,50,Male,white,2013-02-17,Portland,OR,No known charges,Allegedly Armed,gun,
133,41,Female,white,2020-10-09,Myrtle Beach,SC,No known charges,Allegedly Armed,gun,
128,51,Female,white,2020-10-12,Barre,VT,No known charges,Unarmed,no object,
124,30,Male,white,2020-10-13,South Bend,IN,No known charges,Allegedly Armed,gun,
8506,32,Male,white,2013-02-11,Billings,MT,No known charges,Unarmed,toy weapon,
8507,29,Male,white,2013-02-11,Temecula,CA,No known charges,Unclear,undetermined,
8508,35,Male,white,2013-02-11,Williamston,SC,No known charges,Allegedly Armed,gun,
8509,34,Male,white,2013-02-10,Dayton,OH,No known charges,Allegedly Armed,gun,
8510,41,Male,white,2013-02-09,Dowling,MI,No known charges,Allegedly Armed,gun,
8511,40,Male,white,2013-02-09,Dallas,TX,No known charges,Allegedly Armed,gun,
122,45,Male,white,2020-10-14,Kingman,AZ,No known charges,Allegedly Armed,gun,
120,30,Male,white,2020-10-14,Chico,CA,No known charges,Allegedly Armed,knife,foot
8517,27,Male,white,2013-02-07,Pocahontas,AR,No known charges,Allegedly Armed,gun,
8518,32,Male,white,2013-02-07,St. Louis,MO,No known charges,Allegedly Armed,gun,
8519,52,Male,white,2013-02-05,Spokane,WA,No known charges,Allegedly Armed,gun,
8520,65,Male,white,2013-02-04,Midland City,AL,No known charges,Allegedly Armed,unknown weapon,
8522,24,Male,white,2013-02-02,Copperas Cove,TX,No known charges,Allegedly Armed,knife,
117,48,Male,white,2020-10-15,Clearfield,PA,No known charges,Allegedly Armed,gun,
114,46,Male,white,2020-10-15,Riesel,TX,No known charges,Allegedly Armed,gun,
109,,Male,white,2020-10-16,Callahan,FL,No known charges,Allegedly Armed,knife,
8527,29,Male,white,2013-01-29,Pryor Creek,OK,No known charges,Allegedly Armed,gun,
8528,32,Female,white,2013-01-29,Hickory,NC,No known charges,Allegedly Armed,gun,
8530,31,Male,white,2013-01-29,Fort Worth/Haltom City,TX,No known charges,Allegedly Armed,gun,
8531,51,Male,white,2013-01-28,Fresno,CA,No known charges,Allegedly Armed,box cutter,
106,53,Male,white,2020-10-17,Greenville,KY,No known charges,Unclear,undetermined,not fleeing
8494,35,Male,white,2013-02-18,Sacramento,CA,No known charges,Unarmed,no object,
136,25,Male,white,2020-10-09,Hinkley,MN,No known charges,Allegedly Armed,gun,car
138,29,Male,white,2020-10-08,Stockton,CA,No known charges,Unarmed,no object,
8491,89,Female,white,2013-02-19,Warminster,PA,No known charges,Unarmed,no object,
8446,34,Male,white,2013-03-08,Omaha,NE,No known charges,Vehicle,vehicle,
8447,37,Male,white,2013-03-08,El Paso,TX,No known charges,Unclear,undetermined,
8450,32,Male,white,2013-03-08,Abita Springs,LA,No known charges,Allegedly Armed,gun,
8455,47,Male,white,2013-03-06,Columbus,GA,No known charges,Allegedly Armed,gun,
8456,41,Male,white,2013-03-05,Albuquerque,NM,No known charges,Allegedly Armed,gun,
8457,28,Male,white,2013-03-05,North Hudson,NY,No known charges,Unclear,undetermined,
169,30,Male,white,2020-09-22,Geneseo,IL,No known charges,Allegedly Armed,gun,foot
167,30,Male,white,2020-09-24,Sebring,FL,No known charges,Allegedly Armed,gun,foot
165,43,Male,white,2020-09-24,Spokane,WA,No known charges,Allegedly Armed,gun,not fleeing
164,38,Male,white,2020-09-24,Paso Robles,CA,No known charges,Allegedly Armed,gun,foot
8463,19,Male,white,2013-03-03,Hayward,CA,No known charges,Unarmed,no object,
8465,26,Male,white,2013-03-02,Kelso,WA,No known charges,Allegedly Armed,gun,
8468,47,Male,white,2013-03-01,El Paso,TX,No known charges,Allegedly Armed,gun,
8533,50,Male,white,2013-01-28,Craig,MO,No known charges,Unarmed,no object,
8470,70,Male,white,2013-03-01,Austin,TX,No known charges,Allegedly Armed,gun,
8475,35,Male,white,2013-02-26,Santa Cruz,CA,No known charges,Unclear,undetermined,
8476,78,Male,white,2013-02-25,Silverton,OR,No known charges,Allegedly Armed,gun,
8478,33,Male,white,2013-02-25,Kaysville,UT,No known charges,Allegedly Armed,gun,
8479,52,Male,white,2013-02-24,Norwich,CT,No known charges,Allegedly Armed,gun,
152,33,Male,white,2020-10-02,Longview,WA,No known charges,Allegedly Armed,gun,foot
8482,33,Male,white,2013-02-23,Stockton,CA,No known charges,Allegedly Armed,gun,
8483,34,Male,white,2013-02-23,Sparks,NV,No known charges,Allegedly Armed,gun,
8484,29,Male,white,2013-02-22,Springfield,MO,No known charges,Allegedly Armed,gun,
150,38,Male,white,2020-10-02,Tallahassee,FL,No known charges,Allegedly Armed,gun,not fleeing
142,48,Female,white,2020-10-06,Hillard,FL,No known charges,Allegedly Armed,gun,not fleeing
8488,72,Male,white,2013-02-21,Manchester,PA,No known charges,Allegedly Armed,gun,
141,62,Male,white,2020-10-06,Fayetteville,NC,No known charges,Allegedly Armed,gun,
8490,25,Male,white,2013-02-19,Anchorage,AK,No known charges,Vehicle,vehicle,
155,41,Male,white,2020-09-30,Manhattan,KS,No known charges,Allegedly Armed,gun,not fleeing
8445,45,Male,white,2013-03-08,Scottsdale,AZ,No known charges,Allegedly Armed,gun,
105,21,Male,white,2020-10-17,Davisville,WV,No known charges,Allegedly Armed,undetermined,
103,43,Male,white,2020-10-18,Lakeview,GA,No known charges,Allegedly Armed,gun,
8593,18,Male,white,2013-01-10,Cushing,OK,No known charges,Allegedly Armed,gun,
8594,37,Male,white,2013-01-10,Man,WV,No known charges,Allegedly Armed,gun,
46,56,Male,white,2020-11-03,New Port Richey,FL,No known charges,Allegedly Armed,gun,
8597,38,Female,white,2013-01-09,Salt Lake City,UT,No known charges,Vehicle,vehicle,
8598,54,Male,white,2013-01-08,Peoria,AZ,No known charges,Allegedly Armed,gun,
8599,24,Female,white,2013-01-08,Lake Worth,FL,No known charges,Allegedly Armed,knife,
41,26,Male,white,2020-11-04,Lewistown,IL,No known charges,Allegedly Armed,gun,
40,30,Male,white,2020-11-04,Detroit,MI,No known charges,Allegedly Armed,gun,
8602,44,Male,white,2013-01-07,Lewisburg,WV,No known charges,Allegedly Armed,gun,
8603,29,Male,white,2013-01-06,Billings,MT,No known charges,Vehicle,vehicle,
8604,31,Male,white,2013-01-06,Coolbaugh Township,PA,No known charges,Allegedly Armed,gun,
8605,55,Male,white,2013-01-06,Charlotte,NC,No known charges,Allegedly Armed,box cutter,
8606,38,Male,white,2013-01-06,Independence Charter Township,MI,No known charges,Allegedly Armed,knife,
8608,33,Male,white,2013-01-05,Aurora,CO,No known charges,Allegedly Armed,gun,
8610,52,Male,white,2013-01-05,Surprise,AZ,No known charges,Allegedly Armed,gun,
8611,55,Male,white,2013-01-05,Belding,MI,No known charges,Allegedly Armed,gun,
8612,58,Male,white,2013-01-05,Ventura,CA,No known charges,Unarmed,toy weapon,
34,36,Male,white,2020-11-05,Tulsa,OK,No known charges,Vehicle,vehicle,not fleeing
8615,21,Male,white,2013-01-04,Fort Myers,FL,No known charges,Allegedly Armed,gun,
29,34,Male,white,2020-11-07,Missoula,MT,No known charges,Allegedly Armed,knife,
8617,26,Male,white,2013-01-04,Mt. Pleasant,PA,No known charges,Allegedly Armed,scissors,
8618,51,Male,white,2013-01-04,Edwardsville,IL,No known charges,Allegedly Armed,gun,
28,56,Female,white,2020-11-07,Sedona,AZ,No known charges,Allegedly Armed,gun,
8621,20,Male,white,2013-01-03,Citrus Heights,CA,No known charges,Unarmed,no object,
10,40,Male,white,2020-11-14,Cantonment,FL,No known charges,Vehicle,vehicle,car
7,35,Male,white,2020-11-14,Meredith,NH,No known charges,Unclear,undetermined,
2,28,Male,white,2020-11-17,St. Augustine,FL,No known charges,Allegedly Armed,gun,
8592,19,Male,white,2013-01-10,Mount Airy,MD,No known charges,Allegedly Armed,gun,
8590,34,Male,white,2013-01-11,Savannah,GA,No known charges,Allegedly Armed,gun,
47,39,Male,white,2020-11-02,Lynn,MA,No known charges,Vehicle,vehicle,car
8588,67,Male,white,2013-01-11,Memphis,TN,No known charges,Allegedly Armed,gun,
102,32,Male,white,2020-10-18,Fresno,CA,No known charges,Allegedly Armed,gun,foot
8540,16,Male,white,2013-01-25,Vancouver,WA,No known charges,Allegedly Armed,gun,
8543,34,Male,white,2013-01-24,Kalamazoo,MI,No known charges,Unarmed,no object,
95,38,Male,white,2020-10-19,Emmitsburg,MD,No known charges,Allegedly Armed,gun,other
8548,46,Female,white,2013-01-22,Boulder City,NV,No known charges,Unarmed,no object,
8549,5,Male,white,2013-01-22,Boulder City,NV,No known charges,Unarmed,no object,
89,61,Male,white,2020-10-20,Spring Hill,FL,No known charges,Allegedly Armed,gun,not fleeing
8554,50,Male,white,2013-01-18,Oxford,AL,No known charges,Allegedly Armed,knife,
8555,29,Male,white,2013-01-18,Vancouver,WA,No known charges,Allegedly Armed,gun,
8556,21,Male,white,2013-01-18,Olathe,KS,No known charges,Allegedly Armed,gun,
8558,41,Male,white,2013-01-18,Coarsegold,CA,No known charges,Allegedly Armed,gun,
73,33,Male,white,2020-10-24,Lawrenceburg,IN,No known charges,Allegedly Armed,knife,not fleeing
70,35,Male,white,2020-10-24,Garden City,MO,No known charges,Allegedly Armed,knife,
8537,49,Male,white,2013-01-27,Pensacola,FL,No known charges,Allegedly Armed,gun,
69,53,Male,white,2020-10-25,Phoenix,AZ,No known charges,Allegedly Armed,gun,not fleeing
65,38,Male,white,2020-10-27,Herriman,UT,No known charges,Allegedly Armed,undetermined,
62,20,Male,white,2020-10-27,Lake Worth,FL,No known charges,Allegedly Armed,knife,
8566,27,Male,white,2013-01-16,Phoenix,AZ,No known charges,Unarmed,toy weapon,
8567,21,Male,white,2013-01-16,Buckeye,AZ,No known charges,Allegedly Armed,gun,
8571,38,Male,white,2013-01-15,Kansas City,MO,No known charges,Allegedly Armed,gun,
8572,22,Male,white,2013-01-15,Honolulu,HI,No known charges,Vehicle,vehicle,
8573,30,Male,white,2013-01-15,Tucson,AZ,No known charges,Allegedly Armed,gun,
61,44,Male,white,2020-10-28,Cadiz,KY,No known charges,Allegedly Armed,undetermined,
55,43,Male,white,2020-10-30,El Paso,TX,No known charges,Unclear,undetermined,car
53,36,Male,white,2020-10-31,Denver,CO,No known charges,Unclear,undetermined,
52,30,Male,white,2020-11-01,Puyallup,WA,No known charges,Unclear,undetermined,
8584,31,Male,white,2013-01-12,Bluefield,WV,No known charges,Allegedly Armed,club,
8586,26,Male,white,2013-01-12,Frederick,MD,No known charges,Unarmed,no object,
8563,83,Male,white,2013-01-17,Mankato,MN,No known charges,Allegedly Armed,gun,
175,39,Female,white,2020-09-20,Redmond,WA,No known charges,Allegedly Armed,gun,not fleeing
8442,43,Male,white,2013-03-10,Saint Petersburg,FL,No known charges,Allegedly Armed,scissors,
176,32,Male,white,2020-09-19,Auburn,WA,No known charges,Allegedly Armed,gun,
8294,47,Male,white,2013-04-27,Melbourne,AR,No known charges,Allegedly Armed,knife,
8295,46,Male,white,2013-04-27,Milwaukee,WI,No known charges,Allegedly Armed,knife,
289,51,Male,white,2020-08-07,Dover,FL,No known charges,Allegedly Armed,gun,
285,25,Male,white,2020-08-08,Tulsa,OK,No known charges,Allegedly Armed,knife,not fleeing
283,21,Male,white,2020-08-08,Clinton,UT,No known charges,Allegedly Armed,gun,car
282,39,Male,white,2020-08-08,Holladay,UT,No known charges,Allegedly Armed,gun,not fleeing
8302,36,Male,white,2013-04-25,Garden Grove,CA,No known charges,Vehicle,vehicle,
280,42,Male,white,2020-08-09,Tulsa,OK,No known charges,Allegedly Armed,knife,foot
